sigma_A_over_sigma_omega,K_over_sigma_omega,mean_abs_drift_over_sigma_omega,positive_fraction,negative_fraction
4.727272727,4.606060606,0.001500852405,0.001,0.0004
4.787878788,4.606060606,0.0007334165475,0.0004,0.0002
4.848484848,4.606060606,0.001420176102,0.0008,0.0002
4.909090909,4.606060606,0.00144114167,0.0008,0.0002
4.96969697,4.606060606,0.001501226114,0.0008,0.0002
5.03030303,4.606060606,0.001103286019,0.0006,0.0002
5.090909091,4.606060606,0.001135997315,0.0008,0.0002
5.151515152,4.606060606,0.001210181156,0.0008,0.0002
5.212121212,4.606060606,0.001794611673,0.001,0.0002
5.272727273,4.606060606,0.001333136916,0.0008,0.0002
5.333333333,4.606060606,0.001476087387,0.001,0.0002
5.393939394,4.606060606,0.001626981174,0.0008,0.0004
5.454545455,4.606060606,0.002115371596,0.0014,0.0004
5.515151515,4.606060606,0.002769392105,0.0016,0.0004
5.575757576,4.606060606,0.002634194267,0.0014,0.0008
5.636363636,4.606060606,0.002665600928,0.0014,0.001
5.696969697,4.606060606,0.003156611599,0.0016,0.001
5.757575758,4.606060606,0.003294700305,0.0018,0.0014
5.818181818,4.606060606,0.0031386309,0.0018,0.001
5.878787879,4.606060606,0.003679395891,0.0018,0.0014
5.939393939,4.606060606,0.00332981568,0.0018,0.0014
6,4.606060606,0.004019831496,0.002,0.001
0,4.666666667,0.08383532243,0.38,0.62
0.06060606061,4.666666667,0.08351982804,0.34,0.62
0.1212121212,4.666666667,0.08261879421,0.36,0.62
0.1818181818,4.666666667,0.08084439983,0.34,0.62
0.2424242424,4.666666667,0.07910336965,0.32,0.58
0.303030303,4.666666667,0.07543322449,0.28,0.58
0.3636363636,4.666666667,0.07219340134,0.26,0.54
0.4242424242,4.666666667,0.0681145999,0.24,0.5
0.4848484848,4.666666667,0.06306609154,0.22,0.42
0.5454545455,4.666666667,0.05779993329,0.2,0.38
0.6060606061,4.666666667,0.05227874027,0.18,0.3
0.6666666667,4.666666667,0.04853931048,0.18,0.26
0.7272727273,4.666666667,0.04453287257,0.16,0.26
0.7878787879,4.666666667,0.04000934366,0.12,0.26
0.8484848485,4.666666667,0.0317457093,0.1202,0.1796
0.9090909091,4.666666667,0.02471698735,0.12,0.12
0.9696969697,4.666666667,0.01865475344,0.08,0.08
1.03030303,4.666666667,0.01424751668,0.04,0.06
1.090909091,4.666666667,0.01235673711,0.04,0.06
1.151515152,4.666666667,0.01094662738,0.04,0.04
1.212121212,4.666666667,0.008167260814,0.0198,0.0402
1.272727273,4.666666667,0.00646992874,0.0198,0.0402
1.333333333,4.666666667,0.004326073073,0.0198,0.02
1.393939394,4.666666667,0.003484251643,0,0.02
1.454545455,4.666666667,0.003175178704,0,0.02
1.515151515,4.666666667,0.002693230592,0.0002,0.0198
1.575757576,4.666666667,0.002337900174,0.0002,0.0198
1.636363636,4.666666667,0.00149980991,0.0002,0.0198
1.696969697,4.666666667,0,0,0
1.757575758,4.666666667,0,0,0
1.818181818,4.666666667,0,0,0
1.878787879,4.666666667,0,0,0
1.939393939,4.666666667,0,0,0
2,4.666666667,0,0,0
2.060606061,4.666666667,0,0,0
2.121212121,4.666666667,0,0,0
2.181818182,4.666666667,0,0,0
2.242424242,4.666666667,0,0,0
2.303030303,4.666666667,0,0,0
2.363636364,4.666666667,0,0,0
2.424242424,4.666666667,0,0,0
2.484848485,4.666666667,0,0,0
2.545454545,4.666666667,0,0,0
2.606060606,4.666666667,0,0,0
2.666666667,4.666666667,0,0,0
2.727272727,4.666666667,0,0,0
2.787878788,4.666666667,0,0,0
2.848484848,4.666666667,0,0,0
2.909090909,4.666666667,0,0,0
2.96969697,4.666666667,0,0,0
3.03030303,4.666666667,0,0,0
3.090909091,4.666666667,0,0,0
3.151515152,4.666666667,0,0,0
3.212121212,4.666666667,0,0,0
3.272727273,4.666666667,0,0,0
3.333333333,4.666666667,0,0,0
3.393939394,4.666666667,0,0,0
3.454545455,4.666666667,0,0,0
3.515151515,4.666666667,0,0,0
3.575757576,4.666666667,0,0,0
3.636363636,4.666666667,0,0,0
3.696969697,4.666666667,0,0,0
3.757575758,4.666666667,0,0,0
3.818181818,4.666666667,8.185330353e-05,0.0002,0
3.878787879,4.666666667,7.107733876e-05,0.0002,0
3.939393939,4.666666667,0.000106629854,0.0002,0
4,4.666666667,0.000241254086,0.0002,0.0002
4.060606061,4.666666667,0.0003146302326,0.0002,0.0002
4.121212121,4.666666667,0.0002825472322,0.0004,0
4.181818182,4.666666667,0.000534240763,0.0004,0.0002
4.242424242,4.666666667,0.0002139548578,0.0002,0
4.303030303,4.666666667,0.0003966369437,0.0004,0
4.363636364,4.666666667,0.0003532770979,0.0004,0
4.424242424,4.666666667,0.0003843264977,0.0004,0
4.484848485,4.666666667,0.0007928528383,0.0006,0.0002
4.545454545,4.666666667,0.0008829384043,0.0006,0.0002
4.606060606,4.666666667,0.0004804279828,0.0004,0
4.666666667,4.666666667,0.0006362473971,0.0004,0.0002
4.727272727,4.666666667,0.001202921669,0.0006,0.0004
4.787878788,4.666666667,0.0005517149527,0.0004,0
4.848484848,4.666666667,0.001195395194,0.0006,0.0002
4.909090909,4.666666667,0.001248651954,0.0008,0.0002
4.96969697,4.666666667,0.001274853595,0.0006,0.0002
5.03030303,4.666666667,0.0009427026797,0.0006,0.0002
5.090909091,4.666666667,0.0009116994,0.0006,0.0002
5.151515152,4.666666667,0.000974214209,0.0006,0.0002
5.212121212,4.666666667,0.001618679265,0.0008,0.0002
5.272727273,4.666666667,0.001594553642,0.0008,0.0002
5.333333333,4.666666667,0.001219462558,0.0008,0.0002
5.393939394,4.666666667,0.001387468923,0.0008,0.0004
5.454545455,4.666666667,0.001827040973,0.001,0.0002
5.515151515,4.666666667,0.002414942954,0.0012,0.0004
5.575757576,4.666666667,0.002137890011,0.0012,0.0004
5.636363636,4.666666667,0.002673910588,0.0016,0.001
5.696969697,4.666666667,0.00254449745,0.0018,0.0016
5.757575758,4.666666667,0.002538453792,0.0012,0.0012
5.818181818,4.666666667,0.002538489751,0.0014,0.0008
5.878787879,4.666666667,0.002952446206,0.0012,0.0008
5.939393939,4.666666667,0.002615001904,0.0014,0.001
6,4.666666667,0.003464350231,0.0016,0.001
0,4.727272727,0.08383532243,0.38,0.62
0.06060606061,4.727272727,0.08352021347,0.34,0.62
0.1212121212,4.727272727,0.08263256262,0.36,0.62
0.1818181818,4.727272727,0.08086453694,0.34,0.62
0.2424242424,4.727272727,0.07911107396,0.32,0.58
0.303030303,4.727272727,0.07542294638,0.28,0.58
0.3636363636,4.727272727,0.07211960195,0.26,0.54
0.4242424242,4.727272727,0.06821137842,0.24,0.5
0.4848484848,4.727272727,0.0630907872,0.22,0.42
0.5454545455,4.727272727,0.0585300443,0.22,0.38
0.6060606061,4.727272727,0.05270495467,0.18,0.3
0.6666666667,4.727272727,0.0486395115,0.18,0.26
0.7272727273,4.727272727,0.0447377482,0.16,0.26
0.7878787879,4.727272727,0.04014925082,0.12,0.26
0.8484848485,4.727272727,0.03186486136,0.12,0.1798
0.9090909091,4.727272727,0.02462212955,0.12,0.12
0.9696969697,4.727272727,0.01958323066,0.08,0.1
1.03030303,4.727272727,0.01448135323,0.04,0.06
1.090909091,4.727272727,0.01302847204,0.04,0.06
1.151515152,4.727272727,0.01092912288,0.04,0.04
1.212121212,4.727272727,0.008377189012,0.0198,0.0402
1.272727273,4.727272727,0.006738191791,0.0198,0.0402
1.333333333,4.727272727,0.004435613072,0.0198,0.02
1.393939394,4.727272727,0.003533830125,0,0.02
1.454545455,4.727272727,0.003218063395,0,0.02
1.515151515,4.727272727,0.002915670208,0,0.02
1.575757576,4.727272727,0.00235470046,0,0.0198
1.636363636,4.727272727,0.001554838583,0,0.02
1.696969697,4.727272727,0,0,0
1.757575758,4.727272727,0,0,0
1.818181818,4.727272727,0,0,0
1.878787879,4.727272727,0,0,0
1.939393939,4.727272727,0,0,0
2,4.727272727,0,0,0
2.060606061,4.727272727,0,0,0
2.121212121,4.727272727,0,0,0
2.181818182,4.727272727,0,0,0
2.242424242,4.727272727,0,0,0
2.303030303,4.727272727,0,0,0
2.363636364,4.727272727,0,0,0
2.424242424,4.727272727,0,0,0
2.484848485,4.727272727,0,0,0
2.545454545,4.727272727,0,0,0
2.606060606,4.727272727,0,0,0
2.666666667,4.727272727,0,0,0
2.727272727,4.727272727,0,0,0
2.787878788,4.727272727,0,0,0
2.848484848,4.727272727,0,0,0
2.909090909,4.727272727,0,0,0
2.96969697,4.727272727,0,0,0
3.03030303,4.727272727,0,0,0
3.090909091,4.727272727,0,0,0
3.151515152,4.727272727,0,0,0
3.212121212,4.727272727,0,0,0
3.272727273,4.727272727,0,0,0
3.333333333,4.727272727,0,0,0
3.393939394,4.727272727,0,0,0
3.454545455,4.727272727,0,0,0
3.515151515,4.727272727,0,0,0
3.575757576,4.727272727,0,0,0
3.636363636,4.727272727,0,0,0
3.696969697,4.727272727,0,0,0
3.757575758,4.727272727,0,0,0
3.818181818,4.727272727,0,0,0
3.878787879,4.727272727,0,0,0
3.939393939,4.727272727,0,0,0
4,4.727272727,0.0001066986524,0.0002,0
4.060606061,4.727272727,0.0001426957684,0.0002,0
4.121212121,4.727272727,0.00011292949,0.0002,0
4.181818182,4.727272727,0.0002889121359,0.0002,0.0002
4.242424242,4.727272727,0.0001604367247,0.0002,0
4.303030303,4.727272727,0.0002875342255,0.0004,0
4.363636364,4.727272727,0.0001976939546,0.0002,0
4.424242424,4.727272727,0.0002364783443,0.0004,0
4.484848485,4.727272727,0.0005775884831,0.0004,0.0002
4.545454545,4.727272727,0.0006492675879,0.0004,0.0002
4.606060606,4.727272727,0.0003916437602,0.0004,0
4.666666667,4.727272727,0.0004577374121,0.0004,0.0002
4.727272727,4.727272727,0.0009817475344,0.0006,0.0004
4.787878788,4.727272727,0.0004805319372,0.0004,0
4.848484848,4.727272727,0.001074051895,0.0006,0.0002
4.909090909,4.727272727,0.001075101531,0.0006,0.0002
4.96969697,4.727272727,0.001168601076,0.0006,0.0002
5.03030303,4.727272727,0.001214716726,0.0006,0.0002
5.090909091,4.727272727,0.0006834975477,0.0004,0.0002
5.151515152,4.727272727,0.0007641624092,0.0006,0.0002
5.212121212,4.727272727,0.001474995234,0.0008,0.0002
5.272727273,4.727272727,0.001437592983,0.0008,0.0002
5.333333333,4.727272727,0.0009816404691,0.0006,0.0002
5.393939394,4.727272727,0.001112750262,0.0006,0.0002
5.454545455,4.727272727,0.001608817101,0.0008,0.0002
5.515151515,4.727272727,0.002166843323,0.0012,0.0004
5.575757576,4.727272727,0.00185522857,0.001,0.0002
5.636363636,4.727272727,0.002126856636,0.0014,0.0006
5.696969697,4.727272727,0.001993521711,0.0012,0.0004
5.757575758,4.727272727,0.001924980565,0.001,0.0008
5.818181818,4.727272727,0.001976908403,0.0012,0.0004
5.878787879,4.727272727,0.002663580229,0.0012,0.0008
5.939393939,4.727272727,0.002107857986,0.0012,0.0008
6,4.727272727,0.003035652745,0.0012,0.001
0,4.787878788,0.08383532243,0.38,0.62
0.06060606061,4.787878788,0.08352251959,0.34,0.62
0.1212121212,4.787878788,0.08263839058,0.36,0.62
0.1818181818,4.787878788,0.08087528607,0.34,0.62
0.2424242424,4.787878788,0.07912648144,0.32,0.58
0.303030303,4.787878788,0.07540418877,0.28,0.58
0.3636363636,4.787878788,0.07200952447,0.26,0.54
0.4242424242,4.787878788,0.06825784848,0.24,0.5
0.4848484848,4.787878788,0.06316875598,0.22,0.42
0.5454545455,4.787878788,0.05813043288,0.2,0.38
0.6060606061,4.787878788,0.05281905737,0.18,0.3
0.6666666667,4.787878788,0.04888884256,0.2,0.26
0.7272727273,4.787878788,0.04496156546,0.16,0.26
0.7878787879,4.787878788,0.04006301626,0.12,0.26
0.8484848485,4.787878788,0.03278749358,0.12,0.219
0.9090909091,4.787878788,0.0251907593,0.12,0.12
0.9696969697,4.787878788,0.02027301353,0.08,0.1
1.03030303,4.787878788,0.01518039026,0.06,0.08
1.090909091,4.787878788,0.01298667511,0.04,0.06
1.151515152,4.787878788,0.0107363197,0.04,0.04
1.212121212,4.787878788,0.008467766902,0.02,0.04
1.272727273,4.787878788,0.007316418649,0.0198,0.0402
1.333333333,4.787878788,0.00473405553,0.0198,0.0202
1.393939394,4.787878788,0.003550854948,0,0.02
1.454545455,4.787878788,0.003230705033,0,0.02
1.515151515,4.787878788,0.002828132794,0,0.02
1.575757576,4.787878788,0.002389923464,0,0.0198
1.636363636,4.787878788,0.001790677098,0,0.0198
1.696969697,4.787878788,5.96810427e-12,0,0
1.757575758,4.787878788,0,0,0
1.818181818,4.787878788,0,0,0
1.878787879,4.787878788,0,0,0
1.939393939,4.787878788,0,0,0
2,4.787878788,0,0,0
2.060606061,4.787878788,0,0,0
2.121212121,4.787878788,0,0,0
2.181818182,4.787878788,0,0,0
2.242424242,4.787878788,0,0,0
2.303030303,4.787878788,0,0,0
2.363636364,4.787878788,0,0,0
2.424242424,4.787878788,0,0,0
2.484848485,4.787878788,0,0,0
2.545454545,4.787878788,0,0,0
2.606060606,4.787878788,0,0,0
2.666666667,4.787878788,0,0,0
2.727272727,4.787878788,0,0,0
2.787878788,4.787878788,0,0,0
2.848484848,4.787878788,0,0,0
2.909090909,4.787878788,0,0,0
2.96969697,4.787878788,0,0,0
3.03030303,4.787878788,0,0,0
3.090909091,4.787878788,0,0,0
3.151515152,4.787878788,0,0,0
3.212121212,4.787878788,0,0,0
3.272727273,4.787878788,0,0,0
3.333333333,4.787878788,0,0,0
3.393939394,4.787878788,0,0,0
3.454545455,4.787878788,0,0,0
3.515151515,4.787878788,0,0,0
3.575757576,4.787878788,0,0,0
3.636363636,4.787878788,0,0,0
3.696969697,4.787878788,0,0,0
3.757575758,4.787878788,0,0,0
3.818181818,4.787878788,0,0,0
3.878787879,4.787878788,0,0,0
3.939393939,4.787878788,0,0,0
4,4.787878788,0,0,0
4.060606061,4.787878788,0,0,0
4.121212121,4.787878788,0,0,0
4.181818182,4.787878788,0.0001310266156,0.0002,0
4.242424242,4.787878788,8.886477356e-05,0.0002,0
4.303030303,4.787878788,0.0001252091873,0.0002,0
4.363636364,4.787878788,0.0001432097318,0.0002,0
4.424242424,4.787878788,0.0001659825576,0.0002,0
4.484848485,4.787878788,0.0004155434886,0.0002,0.0002
4.545454545,4.787878788,0.0004497680354,0.0002,0.0002
4.606060606,4.787878788,0.0002443018432,0.0004,0
4.666666667,4.787878788,0.0003199103039,0.0004,0
4.727272727,4.787878788,0.0006678678891,0.0004,0.0002
4.787878788,4.787878788,0.000399010671,0.0004,0
4.848484848,4.787878788,0.0009320071815,0.0006,0.0002
4.909090909,4.787878788,0.0009276309038,0.0006,0.0002
4.96969697,4.787878788,0.001048950856,0.0006,0.0002
5.03030303,4.787878788,0.001098910325,0.0006,0.0002
5.090909091,4.787878788,0.0005332242492,0.0004,0
5.151515152,4.787878788,0.0005562770135,0.0004,0
5.212121212,4.787878788,0.001286435546,0.0008,0.0002
5.272727273,4.787878788,0.001224158786,0.0006,0.0002
5.333333333,4.787878788,0.0007806497361,0.0006,0.0002
5.393939394,4.787878788,0.0009587707001,0.0006,0.0002
5.454545455,4.787878788,0.001455150977,0.0008,0.0002
5.515151515,4.787878788,0.00192082038,0.001,0.0004
5.575757576,4.787878788,0.001653544997,0.0008,0.0002
5.636363636,4.787878788,0.001640447599,0.001,0.0004
5.696969697,4.787878788,0.001733521372,0.001,0.0002
5.757575758,4.787878788,0.001459810548,0.0008,0.0006
5.818181818,4.787878788,0.001590443385,0.0012,0.0002
5.878787879,4.787878788,0.002303186063,0.0012,0.0006
5.939393939,4.787878788,0.001589493651,0.001,0.0002
6,4.787878788,0.002819828285,0.0014,0.001
0,4.848484848,0.08383532243,0.38,0.62
0.06060606061,4.848484848,0.08352334341,0.34,0.62
0.1212121212,4.848484848,0.08264495786,0.36,0.62
0.1818181818,4.848484848,0.08088832877,0.34,0.62
0.2424242424,4.848484848,0.07913886308,0.32,0.58
0.303030303,4.848484848,0.07540698047,0.28,0.58
0.3636363636,4.848484848,0.07188694775,0.26,0.54
0.4242424242,4.848484848,0.0682789464,0.24,0.5
0.4848484848,4.848484848,0.06328496683,0.22,0.42
0.5454545455,4.848484848,0.05931933791,0.22,0.4
0.6060606061,4.848484848,0.05286786418,0.18,0.3
0.6666666667,4.848484848,0.04880569668,0.18,0.26
0.7272727273,4.848484848,0.04515456151,0.16,0.26
0.7878787879,4.848484848,0.04027981935,0.12,0.26
0.8484848485,4.848484848,0.03345177161,0.12,0.22
0.9090909091,4.848484848,0.02629706063,0.12,0.12
0.9696969697,4.848484848,0.02011574353,0.08,0.1
1.03030303,4.848484848,0.01576983703,0.06,0.08
1.090909091,4.848484848,0.01317441306,0.04,0.06
1.151515152,4.848484848,0.01125119513,0.04,0.04
1.212121212,4.848484848,0.009084852735,0.04,0.04
1.272727273,4.848484848,0.006798119645,0.02,0.04
1.333333333,4.848484848,0.004834748214,0.02,0.02
1.393939394,4.848484848,0.003572555653,0,0.02
1.454545455,4.848484848,0.003264476052,0,0.02
1.515151515,4.848484848,0.002943751559,0,0.02
1.575757576,4.848484848,0.002404598586,0,0.02
1.636363636,4.848484848,0.002008778611,0.0002,0.0198
1.696969697,4.848484848,0.0008958522943,0,0.02
1.757575758,4.848484848,0,0,0
1.818181818,4.848484848,0,0,0
1.878787879,4.848484848,0,0,0
1.939393939,4.848484848,0,0,0
2,4.848484848,0,0,0
2.060606061,4.848484848,0,0,0
2.121212121,4.848484848,0,0,0
2.181818182,4.848484848,0,0,0
2.242424242,4.848484848,0,0,0
2.303030303,4.848484848,0,0,0
2.363636364,4.848484848,0,0,0
2.424242424,4.848484848,0,0,0
2.484848485,4.848484848,0,0,0
2.545454545,4.848484848,0,0,0
2.606060606,4.848484848,0,0,0
2.666666667,4.848484848,0,0,0
2.727272727,4.848484848,0,0,0
2.787878788,4.848484848,0,0,0
2.848484848,4.848484848,0,0,0
2.909090909,4.848484848,0,0,0
2.96969697,4.848484848,0,0,0
3.03030303,4.848484848,0,0,0
3.090909091,4.848484848,0,0,0
3.151515152,4.848484848,0,0,0
3.212121212,4.848484848,0,0,0
3.272727273,4.848484848,0,0,0
3.333333333,4.848484848,0,0,0
3.393939394,4.848484848,0,0,0
3.454545455,4.848484848,0,0,0
3.515151515,4.848484848,0,0,0
3.575757576,4.848484848,0,0,0
3.636363636,4.848484848,0,0,0
3.696969697,4.848484848,0,0,0
3.757575758,4.848484848,0,0,0
3.818181818,4.848484848,0,0,0
3.878787879,4.848484848,0,0,0
3.939393939,4.848484848,0,0,0
4,4.848484848,0,0,0
4.060606061,4.848484848,0,0,0
4.121212121,4.848484848,0,0,0
4.181818182,4.848484848,0,0,0
4.242424242,4.848484848,0,0,0
4.303030303,4.848484848,0,0,0
4.363636364,4.848484848,5.331750093e-05,0.0002,0
4.424242424,4.848484848,0.0001002193836,0.0002,0
4.484848485,4.848484848,0.0002982553259,0.0002,0.0002
4.545454545,4.848484848,0.0003525343297,0.0002,0.0002
4.606060606,4.848484848,0.0001672501365,0.0002,0
4.666666667,4.848484848,0.0001896935923,0.0002,0
4.727272727,4.848484848,0.0004715641043,0.0002,0.0002
4.787878788,4.848484848,0.0002540229079,0.0004,0
4.848484848,4.848484848,0.0007175059551,0.0004,0.0002
4.909090909,4.848484848,0.000735386349,0.0006,0.0002
4.96969697,4.848484848,0.0008968103102,0.0006,0.0002
5.03030303,4.848484848,0.0009578276079,0.0006,0.0002
5.090909091,4.848484848,0.0004585542933,0.0004,0
5.151515152,4.848484848,0.0004859723888,0.0004,0
5.212121212,4.848484848,0.001118036355,0.0006,0.0002
5.272727273,4.848484848,0.001109513057,0.0006,0.0002
5.333333333,4.848484848,0.0005554346472,0.0004,0
5.393939394,4.848484848,0.0007057230594,0.0006,0
5.454545455,4.848484848,0.001234321071,0.0006,0.0002
5.515151515,4.848484848,0.001678148074,0.001,0.0004
5.575757576,4.848484848,0.001510900577,0.0008,0.0002
5.636363636,4.848484848,0.001353074412,0.0008,0.0004
5.696969697,4.848484848,0.001531831192,0.0008,0.0002
5.757575758,4.848484848,0.001093254147,0.0008,0.0004
5.818181818,4.848484848,0.001269172287,0.001,0.0002
5.878787879,4.848484848,0.001908529308,0.0012,0.0002
5.939393939,4.848484848,0.001325868985,0.0008,0.0002
6,4.848484848,0.002377380434,0.0014,0.0006
0,4.909090909,0.08383532243,0.38,0.62
0.06060606061,4.909090909,0.08352334199,0.34,0.62
0.1212121212,4.909090909,0.0826570709,0.36,0.62
0.1818181818,4.909090909,0.08089396384,0.34,0.62
0.2424242424,4.909090909,0.07915841438,0.32,0.58
0.303030303,4.909090909,0.07544561478,0.28,0.58
0.3636363636,4.909090909,0.07184345413,0.26,0.54
0.4242424242,4.909090909,0.06829368744,0.24,0.5
0.4848484848,4.909090909,0.06338312058,0.22,0.42
0.5454545455,4.909090909,0.0589383284,0.22,0.4
0.6060606061,4.909090909,0.0528001175,0.18,0.3
0.6666666667,4.909090909,0.04892948528,0.18,0.26
0.7272727273,4.909090909,0.04538305437,0.16,0.26
0.7878787879,4.909090909,0.04039862816,0.12,0.26
0.8484848485,4.909090909,0.03348707668,0.12,0.24
0.9090909091,4.909090909,0.02666705625,0.12,0.12
0.9696969697,4.909090909,0.02012807903,0.08,0.1
1.03030303,4.909090909,0.0156821842,0.06,0.08
1.090909091,4.909090909,0.01313229125,0.04,0.06
1.151515152,4.909090909,0.01133945162,0.04,0.04
1.212121212,4.909090909,0.00925647546,0.04,0.04
1.272727273,4.909090909,0.00729161897,0.02,0.04
1.333333333,4.909090909,0.004757723474,0.02,0.02
1.393939394,4.909090909,0.00359921344,0,0.02
1.454545455,4.909090909,0.003414214179,0,0.02
1.515151515,4.909090909,0.003112792944,0.02,0.02
1.575757576,4.909090909,0.002604259481,0,0.02
1.636363636,4.909090909,0.002072424425,0,0.02
1.696969697,4.909090909,0.0009728268472,0,0.02
1.757575758,4.909090909,0,0,0
1.818181818,4.909090909,0,0,0
1.878787879,4.909090909,0,0,0
1.939393939,4.909090909,0,0,0
2,4.909090909,0,0,0
2.060606061,4.909090909,0,0,0
2.121212121,4.909090909,0,0,0
2.181818182,4.909090909,0,0,0
2.242424242,4.909090909,0,0,0
2.303030303,4.909090909,0,0,0
2.363636364,4.909090909,0,0,0
2.424242424,4.909090909,0,0,0
2.484848485,4.909090909,0,0,0
2.545454545,4.909090909,0,0,0
2.606060606,4.909090909,0,0,0
2.666666667,4.909090909,0,0,0
2.727272727,4.909090909,0,0,0
2.787878788,4.909090909,0,0,0
2.848484848,4.909090909,0,0,0
2.909090909,4.909090909,0,0,0
2.96969697,4.909090909,0,0,0
3.03030303,4.909090909,0,0,0
3.090909091,4.909090909,0,0,0
3.151515152,4.909090909,0,0,0
3.212121212,4.909090909,0,0,0
3.272727273,4.909090909,0,0,0
3.333333333,4.909090909,0,0,0
3.393939394,4.909090909,0,0,0
3.454545455,4.909090909,0,0,0
3.515151515,4.909090909,0,0,0
3.575757576,4.909090909,0,0,0
3.636363636,4.909090909,0,0,0
3.696969697,4.909090909,0,0,0
3.757575758,4.909090909,0,0,0
3.818181818,4.909090909,0,0,0
3.878787879,4.909090909,0,0,0
