sigma_A_over_sigma_omega,K_over_sigma_omega,mean_abs_drift_over_sigma_omega,positive_fraction,negative_fraction
1.575757576,2.363636364,0.1085364713,0.077,0.0722
1.636363636,2.363636364,0.1018294762,0.0528,0.0538
1.696969697,2.363636364,0.1106048546,0.0582,0.0672
1.757575758,2.363636364,0.1081871108,0.068,0.0622
1.818181818,2.363636364,0.1091588851,0.0754,0.0596
1.878787879,2.363636364,0.1136338989,0.0622,0.0554
1.939393939,2.363636364,0.1214125016,0.0828,0.0862
2,2.363636364,0.121554153,0.079,0.0742
2.060606061,2.363636364,0.1240746513,0.0934,0.072
2.121212121,2.363636364,0.1241643668,0.0834,0.0752
2.181818182,2.363636364,0.1276634515,0.0886,0.0788
2.242424242,2.363636364,0.1275896211,0.079,0.0764
2.303030303,2.363636364,0.1277869401,0.0912,0.0854
2.363636364,2.363636364,0.1318015137,0.0998,0.0928
2.424242424,2.363636364,0.1303447198,0.0862,0.0794
2.484848485,2.363636364,0.1305371638,0.097,0.0864
2.545454545,2.363636364,0.1318796968,0.0876,0.0776
2.606060606,2.363636364,0.1351752476,0.0922,0.0806
2.666666667,2.363636364,0.1327169269,0.087,0.0758
2.727272727,2.363636364,0.1360989382,0.095,0.0864
2.787878788,2.363636364,0.1368783673,0.0898,0.0872
2.848484848,2.363636364,0.1365363938,0.0868,0.086
2.909090909,2.363636364,0.1374483388,0.0958,0.0966
2.96969697,2.363636364,0.1368642039,0.0894,0.088
3.03030303,2.363636364,0.1364102023,0.1004,0.1002
3.090909091,2.363636364,0.1375960577,0.0934,0.0904
3.151515152,2.363636364,0.137042717,0.0994,0.092
3.212121212,2.363636364,0.137012916,0.0974,0.0904
3.272727273,2.363636364,0.1357383183,0.0952,0.0908
3.333333333,2.363636364,0.1347873996,0.1088,0.0942
3.393939394,2.363636364,0.1340418272,0.0956,0.0908
3.454545455,2.363636364,0.1337016316,0.0864,0.082
3.515151515,2.363636364,0.1328424517,0.0872,0.0798
3.575757576,2.363636364,0.1317492497,0.0886,0.0808
3.636363636,2.363636364,0.1306620137,0.0894,0.0848
3.696969697,2.363636364,0.1294162094,0.09,0.0834
3.757575758,2.363636364,0.1289480637,0.0854,0.0804
3.818181818,2.363636364,0.1277558764,0.0882,0.0794
3.878787879,2.363636364,0.1266387314,0.0806,0.0752
3.939393939,2.363636364,0.1250046843,0.081,0.0748
4,2.363636364,0.1245683916,0.0814,0.0732
4.060606061,2.363636364,0.1237366707,0.0786,0.0746
4.121212121,2.363636364,0.1230607807,0.0786,0.0692
4.181818182,2.363636364,0.1222047938,0.0764,0.076
4.242424242,2.363636364,0.1214652766,0.0762,0.0728
4.303030303,2.363636364,0.1205431085,0.0764,0.0724
4.363636364,2.363636364,0.1194342874,0.075,0.0696
4.424242424,2.363636364,0.1183096328,0.0764,0.0686
4.484848485,2.363636364,0.1169730351,0.075,0.0696
4.545454545,2.363636364,0.1157326128,0.0718,0.066
4.606060606,2.363636364,0.1147184848,0.075,0.0674
4.666666667,2.363636364,0.1139936992,0.074,0.067
4.727272727,2.363636364,0.1126238194,0.0746,0.0642
4.787878788,2.363636364,0.1115865657,0.071,0.0614
4.848484848,2.363636364,0.1105078742,0.0716,0.0626
4.909090909,2.363636364,0.1097618496,0.0658,0.063
4.96969697,2.363636364,0.1087820915,0.0652,0.059
5.03030303,2.363636364,0.1078482855,0.0638,0.056
5.090909091,2.363636364,0.1068200853,0.065,0.056
5.151515152,2.363636364,0.1058854514,0.065,0.0534
5.212121212,2.363636364,0.1050302002,0.0604,0.0552
5.272727273,2.363636364,0.1039998844,0.0616,0.0528
5.333333333,2.363636364,0.1031793084,0.0608,0.0522
5.393939394,2.363636364,0.1024420021,0.0562,0.0508
5.454545455,2.363636364,0.1016109703,0.0616,0.0528
5.515151515,2.363636364,0.1006941183,0.0604,0.0506
5.575757576,2.363636364,0.09988511029,0.0628,0.051
5.636363636,2.363636364,0.09913498698,0.059,0.0534
5.696969697,2.363636364,0.0984569604,0.0598,0.053
5.757575758,2.363636364,0.09766305947,0.055,0.0478
5.818181818,2.363636364,0.09682320441,0.0572,0.0514
5.878787879,2.363636364,0.09620458496,0.0554,0.049
5.939393939,2.363636364,0.09534645,0.055,0.0484
6,2.363636364,0.09467811961,0.0574,0.052
0,2.424242424,0.1318659407,0.4028,0.5972
0.06060606061,2.424242424,0.130289861,0.3706,0.5958
0.1212121212,2.424242424,0.1294696093,0.3508,0.595
0.1818181818,2.424242424,0.1291301708,0.331,0.5954
0.2424242424,2.424242424,0.1267570953,0.312,0.5552
0.303030303,2.424242424,0.1239191666,0.2732,0.5164
0.3636363636,2.424242424,0.1203945552,0.2188,0.4934
0.4242424242,2.424242424,0.117380216,0.2198,0.456
0.4848484848,2.424242424,0.11132687,0.1822,0.416
0.5454545455,2.424242424,0.1087128327,0.1802,0.3628
0.6060606061,2.424242424,0.1033069701,0.1652,0.2852
0.6666666667,2.424242424,0.09964201455,0.1148,0.262
0.7272727273,2.424242424,0.09441619574,0.114,0.2246
0.7878787879,2.424242424,0.09081365492,0.091,0.187
0.8484848485,2.424242424,0.08811879035,0.0744,0.1844
0.9090909091,2.424242424,0.07846770278,0.0732,0.1092
0.9696969697,2.424242424,0.08259032574,0.0546,0.0972
1.03030303,2.424242424,0.08143377088,0.0578,0.0976
1.090909091,2.424242424,0.07673683243,0.0508,0.0654
1.151515152,2.424242424,0.07559719905,0.05,0.0638
1.212121212,2.424242424,0.07309529819,0.0468,0.0498
1.272727273,2.424242424,0.08160738147,0.0522,0.0564
1.333333333,2.424242424,0.08511026258,0.0614,0.0622
1.393939394,2.424242424,0.08557904165,0.0642,0.0658
1.454545455,2.424242424,0.0887164368,0.0634,0.063
1.515151515,2.424242424,0.08735528514,0.066,0.06
1.575757576,2.424242424,0.09168592578,0.0612,0.065
1.636363636,2.424242424,0.08700086186,0.0646,0.0604
1.696969697,2.424242424,0.09344285894,0.0526,0.0614
1.757575758,2.424242424,0.09647196362,0.052,0.0582
1.818181818,2.424242424,0.0927693816,0.0526,0.0548
1.878787879,2.424242424,0.09828328513,0.0518,0.0496
1.939393939,2.424242424,0.103099504,0.067,0.0586
2,2.424242424,0.1040656365,0.071,0.067
2.060606061,2.424242424,0.1079907303,0.0746,0.0674
2.121212121,2.424242424,0.1099821672,0.0628,0.0624
2.181818182,2.424242424,0.1099640423,0.067,0.0646
2.242424242,2.424242424,0.1151676386,0.0674,0.0636
2.303030303,2.424242424,0.1162796259,0.081,0.074
2.363636364,2.424242424,0.1172890721,0.0868,0.0792
2.424242424,2.424242424,0.1174149996,0.0738,0.0674
2.484848485,2.424242424,0.1198215444,0.0804,0.0686
2.545454545,2.424242424,0.1204963327,0.0828,0.072
2.606060606,2.424242424,0.1210351506,0.0796,0.084
2.666666667,2.424242424,0.1225015974,0.073,0.0682
2.727272727,2.424242424,0.1205979273,0.0808,0.0754
2.787878788,2.424242424,0.1228756689,0.088,0.0816
2.848484848,2.424242424,0.1239053909,0.0884,0.0812
2.909090909,2.424242424,0.1256865115,0.0852,0.076
2.96969697,2.424242424,0.124494513,0.0796,0.0768
3.03030303,2.424242424,0.1278603794,0.1012,0.096
3.090909091,2.424242424,0.1280932539,0.0866,0.083
3.151515152,2.424242424,0.1280974215,0.0906,0.0846
3.212121212,2.424242424,0.1284805013,0.0936,0.0892
3.272727273,2.424242424,0.1284334105,0.0866,0.081
3.333333333,2.424242424,0.1276568768,0.099,0.0956
3.393939394,2.424242424,0.1272635954,0.086,0.087
3.454545455,2.424242424,0.1269579678,0.1026,0.0944
3.515151515,2.424242424,0.1267389626,0.0968,0.087
3.575757576,2.424242424,0.1274870901,0.0782,0.075
3.636363636,2.424242424,0.1261145657,0.0774,0.0756
3.696969697,2.424242424,0.124655092,0.091,0.0824
3.757575758,2.424242424,0.1241353413,0.0836,0.0758
3.818181818,2.424242424,0.1237151485,0.084,0.0746
3.878787879,2.424242424,0.1231946024,0.0862,0.0826
3.939393939,2.424242424,0.1216613469,0.0784,0.0718
4,2.424242424,0.1209634499,0.076,0.069
4.060606061,2.424242424,0.1208095101,0.0804,0.0756
4.121212121,2.424242424,0.1195181764,0.0758,0.0742
4.181818182,2.424242424,0.118816009,0.0738,0.0702
4.242424242,2.424242424,0.1186548311,0.0794,0.0782
4.303030303,2.424242424,0.1176957598,0.0736,0.072
4.363636364,2.424242424,0.1169262816,0.0796,0.0718
4.424242424,2.424242424,0.1157636999,0.0728,0.0718
4.484848485,2.424242424,0.1146064498,0.077,0.0674
4.545454545,2.424242424,0.1138857209,0.0748,0.0704
4.606060606,2.424242424,0.1128284984,0.0722,0.0702
4.666666667,2.424242424,0.1117942013,0.0766,0.0674
4.727272727,2.424242424,0.1107770349,0.0742,0.07
4.787878788,2.424242424,0.1095927339,0.0702,0.0608
4.848484848,2.424242424,0.1086595136,0.074,0.0648
4.909090909,2.424242424,0.1079762063,0.0666,0.0632
4.96969697,2.424242424,0.1070859596,0.0634,0.0602
5.03030303,2.424242424,0.1063889925,0.0718,0.063
5.090909091,2.424242424,0.1054937299,0.068,0.0622
5.151515152,2.424242424,0.1045169279,0.0698,0.062
5.212121212,2.424242424,0.1036672898,0.0624,0.0534
5.272727273,2.424242424,0.1027564859,0.0634,0.0538
5.333333333,2.424242424,0.1020973619,0.0606,0.0532
5.393939394,2.424242424,0.1013227539,0.06,0.0514
5.454545455,2.424242424,0.1004878657,0.0606,0.055
5.515151515,2.424242424,0.09965466327,0.0582,0.0518
5.575757576,2.424242424,0.09887309978,0.0588,0.0524
5.636363636,2.424242424,0.09817625779,0.0562,0.0482
5.696969697,2.424242424,0.09752595895,0.0556,0.051
5.757575758,2.424242424,0.09681485472,0.0558,0.0494
5.818181818,2.424242424,0.09597565563,0.0554,0.0482
5.878787879,2.424242424,0.09532218537,0.0536,0.0464
5.939393939,2.424242424,0.09460922014,0.0546,0.048
6,2.424242424,0.09390152225,0.0534,0.0452
0,2.484848485,0.1230667422,0.4032,0.5968
0.06060606061,2.484848485,0.1222737588,0.3636,0.5968
0.1212121212,2.484848485,0.1215323822,0.3652,0.5956
0.1818181818,2.484848485,0.120876838,0.3472,0.5744
0.2424242424,2.484848485,0.1188704584,0.3314,0.5734
0.303030303,2.484848485,0.1168325687,0.2744,0.5536
0.3636363636,2.484848485,0.1122600513,0.2372,0.4942
0.4242424242,2.484848485,0.1086793243,0.2172,0.4544
0.4848484848,2.484848485,0.1016679247,0.1782,0.379
0.5454545455,2.484848485,0.09750180553,0.1768,0.3388
0.6060606061,2.484848485,0.09369498807,0.1762,0.3024
0.6666666667,2.484848485,0.09071376214,0.1272,0.2772
0.7272727273,2.484848485,0.08428253018,0.1068,0.224
0.7878787879,2.484848485,0.08016750583,0.0898,0.1832
0.8484848485,2.484848485,0.07556803945,0.0764,0.163
0.9090909091,2.484848485,0.06626359215,0.0466,0.092
0.9696969697,2.484848485,0.06838547316,0.0478,0.0906
1.03030303,2.484848485,0.06623738659,0.0478,0.07
1.090909091,2.484848485,0.0652076212,0.0472,0.0748
1.151515152,2.484848485,0.06341527045,0.0564,0.0588
1.212121212,2.484848485,0.0632927995,0.048,0.0414
1.272727273,2.484848485,0.07060703576,0.0522,0.051
1.333333333,2.484848485,0.07474117385,0.0502,0.066
1.393939394,2.484848485,0.06968578824,0.0486,0.0484
1.454545455,2.484848485,0.07127069402,0.0444,0.0462
1.515151515,2.484848485,0.07312566775,0.0556,0.0566
1.575757576,2.484848485,0.07581035585,0.0526,0.0546
1.636363636,2.484848485,0.07336186946,0.052,0.0508
1.696969697,2.484848485,0.07594182262,0.0386,0.0416
1.757575758,2.484848485,0.07859898236,0.0498,0.0572
1.818181818,2.484848485,0.08064251081,0.0544,0.052
1.878787879,2.484848485,0.08634190058,0.0506,0.0426
1.939393939,2.484848485,0.08830347103,0.0482,0.0514
2,2.484848485,0.09090908244,0.0494,0.049
2.060606061,2.484848485,0.09196251222,0.0504,0.0476
2.121212121,2.484848485,0.09313826142,0.0508,0.055
2.181818182,2.484848485,0.09591356602,0.064,0.063
2.242424242,2.484848485,0.09966986461,0.0702,0.0646
2.303030303,2.484848485,0.1046121885,0.0766,0.07
2.363636364,2.484848485,0.1029973466,0.0722,0.0682
2.424242424,2.484848485,0.1041408684,0.0826,0.0756
2.484848485,2.484848485,0.1070836908,0.073,0.0686
2.545454545,2.484848485,0.1080905758,0.0738,0.0692
2.606060606,2.484848485,0.1097356372,0.0744,0.0684
2.666666667,2.484848485,0.1095648073,0.0796,0.0768
2.727272727,2.484848485,0.1090176706,0.0714,0.0626
2.787878788,2.484848485,0.1125739176,0.0752,0.0658
2.848484848,2.484848485,0.1129657746,0.0674,0.0656
2.909090909,2.484848485,0.1137971951,0.074,0.0644
2.96969697,2.484848485,0.1147344228,0.0732,0.0656
3.03030303,2.484848485,0.1161001444,0.0762,0.0726
3.090909091,2.484848485,0.1163146892,0.0704,0.0658
3.151515152,2.484848485,0.1159360316,0.0808,0.0716
3.212121212,2.484848485,0.1167084862,0.0768,0.072
3.272727273,2.484848485,0.1173381258,0.0762,0.0674
3.333333333,2.484848485,0.1171346704,0.0848,0.0798
3.393939394,2.484848485,0.1180294336,0.0762,0.068
3.454545455,2.484848485,0.1174432982,0.0742,0.0738
3.515151515,2.484848485,0.1177927699,0.0732,0.0668
3.575757576,2.484848485,0.1202513012,0.0804,0.0794
3.636363636,2.484848485,0.1192661135,0.0872,0.0786
3.696969697,2.484848485,0.1194955601,0.082,0.075
3.757575758,2.484848485,0.1190026566,0.0814,0.079
3.818181818,2.484848485,0.1183347103,0.075,0.0682
3.878787879,2.484848485,0.1179646141,0.0764,0.0684
3.939393939,2.484848485,0.1184280748,0.0826,0.0732
4,2.484848485,0.1168255287,0.0784,0.071
4.060606061,2.484848485,0.1165245855,0.0754,0.0704
4.121212121,2.484848485,0.1159199133,0.0754,0.0724
4.181818182,2.484848485,0.1156098654,0.0812,0.0742
4.242424242,2.484848485,0.1153045344,0.0762,0.077
4.303030303,2.484848485,0.1147014265,0.0808,0.0716
4.363636364,2.484848485,0.1134522532,0.0744,0.0714
4.424242424,2.484848485,0.113256914,0.076,0.072
4.484848485,2.484848485,0.1122646797,0.083,0.0772
4.545454545,2.484848485,0.1116442173,0.075,0.0716
4.606060606,2.484848485,0.1106659482,0.085,0.0752
4.666666667,2.484848485,0.1094041488,0.0734,0.0668
4.727272727,2.484848485,0.108445738,0.0668,0.0608
4.787878788,2.484848485,0.1076665149,0.0656,0.059
4.848484848,2.484848485,0.1067112798,0.0718,0.0634
4.909090909,2.484848485,0.1060113601,0.067,0.0578
4.96969697,2.484848485,0.1054862242,0.0682,0.0628
5.03030303,2.484848485,0.1046640576,0.0622,0.0592
5.090909091,2.484848485,0.1039837266,0.0664,0.058
5.151515152,2.484848485,0.103113855,0.066,0.0558
5.212121212,2.484848485,0.1022675689,0.0654,0.0584
5.272727273,2.484848485,0.1014671422,0.0632,0.0558
5.333333333,2.484848485,0.1007624738,0.0654,0.054
5.393939394,2.484848485,0.1000006006,0.0608,0.0532
5.454545455,2.484848485,0.0991240172,0.0588,0.0526
5.515151515,2.484848485,0.09841861091,0.0586,0.0566
5.575757576,2.484848485,0.09767988335,0.0602,0.0532
5.636363636,2.484848485,0.09689152476,0.0588,0.0536
5.696969697,2.484848485,0.09642359411,0.0598,0.0528
5.757575758,2.484848485,0.09567102448,0.0564,0.0514
5.818181818,2.484848485,0.09493664914,0.0576,0.0516
5.878787879,2.484848485,0.09431973818,0.0598,0.0532
5.939393939,2.484848485,0.09368657083,0.0552,0.0504
6,2.484848485,0.09306432832,0.056,0.0512
0,2.545454545,0.1158501387,0.4026,0.5974
0.06060606061,2.545454545,0.1151523184,0.3828,0.597
0.1212121212,2.545454545,0.1147756008,0.363,0.5784
0.1818181818,2.545454545,0.1136554463,0.3436,0.5776
0.2424242424,2.545454545,0.1131683505,0.3462,0.575
0.303030303,2.545454545,0.1096068232,0.291,0.5548
0.3636363636,2.545454545,0.1063483386,0.2728,0.494
0.4242424242,2.545454545,0.0999947508,0.2136,0.4366
0.4848484848,2.545454545,0.09383954257,0.1758,0.3756
0.5454545455,2.545454545,0.09030638526,0.1738,0.358
0.6060606061,2.545454545,0.08538569907,0.1712,0.3012
0.6666666667,2.545454545,0.08148097415,0.1532,0.2456
0.7272727273,2.545454545,0.07726699293,0.1208,0.2394
0.7878787879,2.545454545,0.0706884916,0.0852,0.2022
0.8484848485,2.545454545,0.06716177075,0.0812,0.1482
0.9090909091,2.545454545,0.05748925548,0.0428,0.103
0.9696969697,2.545454545,0.06204770966,0.0446,0.073
1.03030303,2.545454545,0.05629161705,0.0442,0.0686
1.090909091,2.545454545,0.05567299027,0.0432,0.069
1.151515152,2.545454545,0.05509021573,0.0268,0.0526
1.212121212,2.545454545,0.05158193014,0.0254,0.0484
1.272727273,2.545454545,0.0554294521,0.0304,0.038
1.333333333,2.545454545,0.0597468812,0.0322,0.0426
1.393939394,2.545454545,0.06033693844,0.0314,0.0414
1.454545455,2.545454545,0.05953851418,0.0428,0.0376
1.515151515,2.545454545,0.05863293732,0.0454,0.0398
1.575757576,2.545454545,0.06100119449,0.0478,0.0422
1.636363636,2.545454545,0.05840849949,0.0414,0.0386
1.696969697,2.545454545,0.06410176797,0.046,0.0428
1.757575758,2.545454545,0.06396118904,0.0344,0.0374
1.818181818,2.545454545,0.06507064394,0.0392,0.0424
1.878787879,2.545454545,0.0704064479,0.0408,0.0406
1.939393939,2.545454545,0.07398479396,0.0444,0.0456
2,2.545454545,0.0765486309,0.0464,0.0444
2.060606061,2.545454545,0.08014617448,0.0426,0.0454
2.121212121,2.545454545,0.07948726555,0.0484,0.0446
2.181818182,2.545454545,0.08007923834,0.0496,0.0458
2.242424242,2.545454545,0.08447477867,0.0484,0.046
2.303030303,2.545454545,0.08934740854,0.054,0.049
2.363636364,2.545454545,0.08843043713,0.0504,0.0446
2.424242424,2.545454545,0.08998749879,0.058,0.055
2.484848485,2.545454545,0.09427556252,0.0652,0.0646
2.545454545,2.545454545,0.09840502208,0.0678,0.068
2.606060606,2.545454545,0.1003632419,0.0774,0.079
2.666666667,2.545454545,0.09865671601,0.0656,0.0688
2.727272727,2.545454545,0.1013054957,0.073,0.0622
2.787878788,2.545454545,0.1027700891,0.0724,0.0704
2.848484848,2.545454545,0.1014264212,0.0656,0.0578
2.909090909,2.545454545,0.1028037473,0.0752,0.0702
2.96969697,2.545454545,0.1049141568,0.0666,0.0646
3.03030303,2.545454545,0.1046762877,0.075,0.0654
3.090909091,2.545454545,0.1059136928,0.0726,0.065
3.151515152,2.545454545,0.1064190011,0.0718,0.0668
3.212121212,2.545454545,0.1080937751,0.0838,0.0736
3.272727273,2.545454545,0.109718894,0.0732,0.0668
3.333333333,2.545454545,0.1088215816,0.0666,0.0634
3.393939394,2.545454545,0.1101249099,0.0776,0.068
3.454545455,2.545454545,0.1097151682,0.073,0.066
3.515151515,2.545454545,0.1100995126,0.083,0.0712
3.575757576,2.545454545,0.110220853,0.0722,0.0694
3.636363636,2.545454545,0.1099559764,0.0762,0.0724
3.696969697,2.545454545,0.1096538039,0.067,0.0638
3.757575758,2.545454545,0.1113211623,0.064,0.0588
3.818181818,2.545454545,0.1102689766,0.0772,0.0702
3.878787879,2.545454545,0.1104590123,0.0852,0.0818
3.939393939,2.545454545,0.1103268833,0.0788,0.072
4,2.545454545,0.1108142953,0.0762,0.0686
4.060606061,2.545454545,0.1112347401,0.0846,0.0706
4.121212121,2.545454545,0.1113946864,0.0698,0.0674
4.181818182,2.545454545,0.1109367919,0.0784,0.0758
4.242424242,2.545454545,0.1104205265,0.0712,0.072
4.303030303,2.545454545,0.1094260081,0.0644,0.0602
4.363636364,2.545454545,0.1091966639,0.072,0.07
4.424242424,2.545454545,0.1086699308,0.0736,0.0656
4.484848485,2.545454545,0.1086878632,0.0702,0.0688
4.545454545,2.545454545,0.1074211638,0.067,0.0626
4.606060606,2.545454545,0.1071753969,0.0726,0.0676
4.666666667,2.545454545,0.1068282693,0.0756,0.072
4.727272727,2.545454545,0.1061807489,0.0694,0.065
4.787878788,2.545454545,0.1055293979,0.0744,0.0646
4.848484848,2.545454545,0.1048019766,0.0684,0.0646
4.909090909,2.545454545,0.1042074482,0.0716,0.0668
4.96969697,2.545454545,0.1035781249,0.0672,0.0602
5.03030303,2.545454545,0.1029312922,0.0644,0.0598
5.090909091,2.545454545,0.1021441996,0.0696,0.067
5.151515152,2.545454545,0.1013435725,0.0616,0.0554
5.212121212,2.545454545,0.1005161552,0.0616,0.0548
5.272727273,2.545454545,0.09986726635,0.061,0.0538
5.333333333,2.545454545,0.09913337442,0.058,0.053
5.393939394,2.545454545,0.09860755318,0.061,0.0552
5.454545455,2.545454545,0.09796498488,0.0578,0.055
5.515151515,2.545454545,0.09716504436,0.058,0.0516
5.575757576,2.545454545,0.09662067773,0.0602,0.053
5.636363636,2.545454545,0.09588526615,0.0542,0.0504
5.696969697,2.545454545,0.09532833419,0.055,0.0494
5.757575758,2.545454545,0.09460910871,0.0548,0.0506
5.818181818,2.545454545,0.09393651581,0.0616,0.0548
5.878787879,2.545454545,0.09314384886,0.0548,0.0494
5.939393939,2.545454545,0.09253735845,0.0542,0.0492
6,2.545454545,0.0921065775,0.0568,0.0502
0,2.606060606,0.1105660568,0.4016,0.5984
0.06060606061,2.606060606,0.110102317,0.363,0.5972
0.1212121212,2.606060606,0.1097924722,0.3636,0.5776
0.1818181818,2.606060606,0.1087262721,0.3434,0.5772
0.2424242424,2.606060606,0.1072353265,0.3442,0.577
0.303030303,2.606060606,0.1044042078,0.2856,0.557
0.3636363636,2.606060606,0.09969974747,0.2678,0.516
0.4242424242,2.606060606,0.09347938389,0.229,0.4188
0.4848484848,2.606060606,0.08797067286,0.173,0.3778
0.5454545455,2.606060606,0.08533485846,0.1724,0.3592
0.6060606061,2.606060606,0.07843728416,0.17,0.2832
0.6666666667,2.606060606,0.07482224506,0.151,0.2826
0.7272727273,2.606060606,0.06846154609,0.099,0.2388
0.7878787879,2.606060606,0.06251309319,0.0792,0.1812
0.8484848485,2.606060606,0.05977109486,0.0812,0.1436
0.9090909091,2.606060606,0.05074368587,0.0576,0.1048
0.9696969697,2.606060606,0.05234101447,0.0404,0.0714
1.03030303,2.606060606,0.04968252207,0.0396,0.0694
1.090909091,2.606060606,0.04511764077,0.0228,0.05
1.151515152,2.606060606,0.04326704917,0.0208,0.047
1.212121212,2.606060606,0.04352622193,0.0214,0.0496
1.272727273,2.606060606,0.04669110792,0.0258,0.0332
1.333333333,2.606060606,0.04736601427,0.0328,0.0246
1.393939394,2.606060606,0.04651352327,0.022,0.021
1.454545455,2.606060606,0.0490633291,0.0222,0.0248
1.515151515,2.606060606,0.04847704954,0.0234,0.0246
1.575757576,2.606060606,0.05068236754,0.0238,0.0246
1.636363636,2.606060606,0.04718833126,0.019,0.0212
1.696969697,2.606060606,0.05175094771,0.0228,0.0232
1.757575758,2.606060606,0.05266625062,0.0232,0.0236
1.818181818,2.606060606,0.05155374277,0.0232,0.023
1.878787879,2.606060606,0.061871932,0.0348,0.034
1.939393939,2.606060606,0.06071548016,0.0326,0.037
2,2.606060606,0.06516163757,0.04,0.0424
2.060606061,2.606060606,0.06988347353,0.0386,0.0362
2.121212121,2.606060606,0.06824190428,0.0392,0.0416
2.181818182,2.606060606,0.068287116,0.039,0.0382
2.242424242,2.606060606,0.0731756521,0.0476,0.0458
2.303030303,2.606060606,0.07525362145,0.045,0.044
2.363636364,2.606060606,0.07551363944,0.0492,0.0414
2.424242424,2.606060606,0.07742432709,0.057,0.047
2.484848485,2.606060606,0.0806847824,0.052,0.0446
2.545454545,2.606060606,0.08476355687,0.0602,0.0514
2.606060606,2.606060606,0.08912032252,0.068,0.0606
2.666666667,2.606060606,0.08905261656,0.0536,0.0508
2.727272727,2.606060606,0.09047103535,0.0694,0.0628
2.787878788,2.606060606,0.09430718038,0.058,0.0584
2.848484848,2.606060606,0.09172557016,0.054,0.0542
2.909090909,2.606060606,0.09410856725,0.0602,0.0638
2.96969697,2.606060606,0.09620609063,0.074,0.0744
3.03030303,2.606060606,0.09488383153,0.0614,0.0628
3.090909091,2.606060606,0.09587006271,0.0604,0.0596
3.151515152,2.606060606,0.09667611036,0.0746,0.0728
3.212121212,2.606060606,0.0976526927,0.0612,0.0566
3.272727273,2.606060606,0.1001539638,0.0844,0.07
3.333333333,2.606060606,0.09956253168,0.0644,0.054
3.393939394,2.606060606,0.102100374,0.0766,0.0674
3.454545455,2.606060606,0.1011202419,0.0706,0.062
3.515151515,2.606060606,0.1024663625,0.0686,0.0636
3.575757576,2.606060606,0.1034424241,0.0644,0.059
3.636363636,2.606060606,0.102993154,0.0724,0.0682
3.696969697,2.606060606,0.1027883274,0.0728,0.0664
3.757575758,2.606060606,0.1039169704,0.0698,0.0642
3.818181818,2.606060606,0.1037197296,0.0706,0.0628
3.878787879,2.606060606,0.1036619618,0.0762,0.0646
3.939393939,2.606060606,0.1049520409,0.0702,0.0658
4,2.606060606,0.1049393772,0.0734,0.0726
4.060606061,2.606060606,0.1050798606,0.0696,0.06
4.121212121,2.606060606,0.1048521393,0.0716,0.0652
4.181818182,2.606060606,0.1049504779,0.0658,0.0606
4.242424242,2.606060606,0.1055301535,0.0732,0.0664
4.303030303,2.606060606,0.1057548714,0.0714,0.0676
4.363636364,2.606060606,0.1049970648,0.0724,0.066
4.424242424,2.606060606,0.1050219683,0.077,0.0716
4.484848485,2.606060606,0.1050080097,0.0724,0.068
4.545454545,2.606060606,0.1041086301,0.081,0.0738
4.606060606,2.606060606,0.1034509257,0.0684,0.0632
4.666666667,2.606060606,0.1031627715,0.0788,0.0728
4.727272727,2.606060606,0.1026554572,0.0674,0.063
4.787878788,2.606060606,0.1019803022,0.0632,0.0602
4.848484848,2.606060606,0.1016570436,0.071,0.0618
4.909090909,2.606060606,0.1015893582,0.064,0.0558
4.96969697,2.606060606,0.1012357532,0.0672,0.0608
5.03030303,2.606060606,0.1007501008,0.0694,0.0618
5.090909091,2.606060606,0.1001650878,0.0626,0.0576
5.151515152,2.606060606,0.09941806022,0.0634,0.0552
5.212121212,2.606060606,0.09859298753,0.0634,0.0578
5.272727273,2.606060606,0.09811917589,0.0614,0.0558
5.333333333,2.606060606,0.09737793102,0.0568,0.0548
5.393939394,2.606060606,0.09680820086,0.0606,0.0562
5.454545455,2.606060606,0.09624983036,0.0624,0.0552
5.515151515,2.606060606,0.09577346008,0.055,0.0522
5.575757576,2.606060606,0.09514621951,0.056,0.0524
5.636363636,2.606060606,0.09468635418,0.052,0.047
5.696969697,2.606060606,0.09396543867,0.0546,0.05
5.757575758,2.606060606,0.09348831357,0.0586,0.0528
5.818181818,2.606060606,0.0929202959,0.056,0.0488
5.878787879,2.606060606,0.09216493308,0.0532,0.049
5.939393939,2.606060606,0.09163238246,0.0566,0.0496
6,2.606060606,0.09119034441,0.0578,0.053
0,2.666666667,0.1063108058,0.4014,0.5986
0.06060606061,2.666666667,0.1057620967,0.3816,0.5984
0.1212121212,2.666666667,0.1050252804,0.3634,0.5976
0.1818181818,2.666666667,0.1041536194,0.3434,0.5776
0.2424242424,2.666666667,0.1022409296,0.3434,0.5778
0.303030303,2.666666667,0.0992217451,0.2858,0.5762
0.3636363636,2.666666667,0.09447042992,0.2468,0.496
0.4242424242,2.666666667,0.09075334146,0.2446,0.4594
0.4848484848,2.666666667,0.08330971523,0.1892,0.3982
0.5454545455,2.666666667,0.07884196407,0.1688,0.3214
0.6060606061,2.666666667,0.07554313179,0.171,0.3188
0.6666666667,2.666666667,0.06964412411,0.1494,0.2816
0.7272727273,2.666666667,0.06167016863,0.098,0.2378
0.7878787879,2.666666667,0.05630342531,0.0774,0.1818
0.8484848485,2.666666667,0.05397601981,0.0784,0.164
