N,kappa,r_fixed,D_mean,D_std,D_sem,trials,omega,T,dt,late_fraction
40,5.454545454545455,2.0,0.8001840566669052,0.07886993039966571,0.01115389252346293,50,0.5,1000.0,0.01,0.3
40,5.515151515151516,2.0,0.8021829858287177,0.07858925033651241,0.011114198368263018,50,0.5,1000.0,0.01,0.3
40,5.575757575757576,2.0,0.8049458581030551,0.07897546570673032,0.011168817469718928,50,0.5,1000.0,0.01,0.3
40,5.636363636363637,2.0,0.8068550990659602,0.07995761514572207,0.011307714375408855,50,0.5,1000.0,0.01,0.3
40,5.696969696969697,2.0,0.8094439162013378,0.080604000955446,0.011399127133272563,50,0.5,1000.0,0.01,0.3
40,5.757575757575758,2.0,0.8123600959642506,0.08030732392104145,0.01135717066470261,50,0.5,1000.0,0.01,0.3
40,5.818181818181818,2.0,0.8152364515750209,0.07890829465250822,0.011159318048130949,50,0.5,1000.0,0.01,0.3
40,5.878787878787879,2.0,0.8178958182675822,0.07779784954556838,0.011002277395080433,50,0.5,1000.0,0.01,0.3
40,5.9393939393939394,2.0,0.819935628166805,0.07828983860179599,0.011071855154666055,50,0.5,1000.0,0.01,0.3
40,6.0,2.0,0.821648031938357,0.07903180642778737,0.011176785250902205,50,0.5,1000.0,0.01,0.3
80,0.0,2.0,0.30335616826458023,0.04838601374452253,0.006842815686667475,50,0.5,1000.0,0.01,0.3
80,0.06060606060606061,2.0,0.30355251301064035,0.04855610685527283,0.006866870485076405,50,0.5,1000.0,0.01,0.3
80,0.12121212121212122,2.0,0.3035096880651398,0.04883095225469558,0.006905739494218356,50,0.5,1000.0,0.01,0.3
80,0.18181818181818182,2.0,0.3033944689567269,0.048930689035360186,0.006919844405006687,50,0.5,1000.0,0.01,0.3
80,0.24242424242424243,2.0,0.3036573388762921,0.049138504019513106,0.006949233881912028,50,0.5,1000.0,0.01,0.3
80,0.30303030303030304,2.0,0.3038603305391414,0.04953985359337351,0.007005993282972633,50,0.5,1000.0,0.01,0.3
80,0.36363636363636365,2.0,0.3042246862179186,0.049888137779253466,0.007055248104895783,50,0.5,1000.0,0.01,0.3
80,0.42424242424242425,2.0,0.30488442955554684,0.05035633648887575,0.007121461401399124,50,0.5,1000.0,0.01,0.3
80,0.48484848484848486,2.0,0.3058930626409568,0.05108878207925993,0.007225044850161292,50,0.5,1000.0,0.01,0.3
80,0.5454545454545454,2.0,0.30710496981156754,0.05207780825900742,0.007364914273855387,50,0.5,1000.0,0.01,0.3
80,0.6060606060606061,2.0,0.3090984224672548,0.05303481962217976,0.0075002561187697365,50,0.5,1000.0,0.01,0.3
80,0.6666666666666667,2.0,0.31145412955762264,0.05414473218523518,0.007657221458741862,50,0.5,1000.0,0.01,0.3
80,0.7272727272727273,2.0,0.3140885891048184,0.05568905674055652,0.007875621931825985,50,0.5,1000.0,0.01,0.3
80,0.7878787878787878,2.0,0.3174382720044674,0.05724267648248919,0.008095336942807162,50,0.5,1000.0,0.01,0.3
80,0.8484848484848485,2.0,0.32185973023305814,0.05937345435979789,0.008396674440056614,50,0.5,1000.0,0.01,0.3
80,0.9090909090909092,2.0,0.32833537331008095,0.06183813512808193,0.008745232936999357,50,0.5,1000.0,0.01,0.3
80,0.9696969696969697,2.0,0.33394674865356344,0.06303532617608348,0.008914541318682903,50,0.5,1000.0,0.01,0.3
80,1.0303030303030303,2.0,0.340411936135663,0.06426306658653752,0.009088170032636664,50,0.5,1000.0,0.01,0.3
80,1.0909090909090908,2.0,0.3468040270687387,0.06489267863983864,0.009177210623117864,50,0.5,1000.0,0.01,0.3
80,1.1515151515151516,2.0,0.35420219544243475,0.06444061094204397,0.009113278596184665,50,0.5,1000.0,0.01,0.3
80,1.2121212121212122,2.0,0.36305838228128207,0.0644883690602778,0.009120032614036634,50,0.5,1000.0,0.01,0.3
80,1.2727272727272727,2.0,0.3736766884442406,0.06580196748571368,0.00930580348491297,50,0.5,1000.0,0.01,0.3
80,1.3333333333333335,2.0,0.383183692730757,0.06613948624197043,0.00935353584517833,50,0.5,1000.0,0.01,0.3
80,1.393939393939394,2.0,0.3930726075237152,0.06639807506671823,0.009390105827481976,50,0.5,1000.0,0.01,0.3
80,1.4545454545454546,2.0,0.4035024793016657,0.06476994798291978,0.009159853887164504,50,0.5,1000.0,0.01,0.3
80,1.5151515151515151,2.0,0.41160249006079913,0.065363089494045,0.00924373676410848,50,0.5,1000.0,0.01,0.3
80,1.5757575757575757,2.0,0.42003246318717713,0.06572280550099385,0.009294608289671456,50,0.5,1000.0,0.01,0.3
80,1.6363636363636365,2.0,0.4302790477892511,0.0646912531775119,0.00914872476105489,50,0.5,1000.0,0.01,0.3
80,1.696969696969697,2.0,0.44141543700456837,0.06453084186247386,0.009126039175326402,50,0.5,1000.0,0.01,0.3
