sigma_A_over_omega,K_over_omega,positive_fraction,negative_fraction
5.696969697,1.151515152,0.1464,0.0064
5.757575758,1.151515152,0.1416,0.0028
5.818181818,1.151515152,0.1434,0.0096
5.878787879,1.151515152,0.1434,0.006
5.939393939,1.151515152,0.1392,0.004
6,1.151515152,0.1378,0.0042
0,1.212121212,1,0
0.06060606061,1.212121212,1,0
0.1212121212,1.212121212,1,0
0.1818181818,1.212121212,1,0
0.2424242424,1.212121212,1,0
0.303030303,1.212121212,1,0
0.3636363636,1.212121212,1,0
0.4242424242,1.212121212,1,0
0.4848484848,1.212121212,1,0
0.5454545455,1.212121212,0.9998,0.0002
0.6060606061,1.212121212,0.9982,0.0008
0.6666666667,1.212121212,0.9944,0.0042
0.7272727273,1.212121212,0.9916,0.005
0.7878787879,1.212121212,0.986,0.0086
0.8484848485,1.212121212,0.9742,0.017
0.9090909091,1.212121212,0.9674,0.0192
0.9696969697,1.212121212,0.9494,0.0318
1.03030303,1.212121212,0.9394,0.0436
1.090909091,1.212121212,0.9244,0.0472
1.151515152,1.212121212,0.8984,0.0622
1.212121212,1.212121212,0.8746,0.0636
1.272727273,1.212121212,0.858,0.067
1.333333333,1.212121212,0.8348,0.0732
1.393939394,1.212121212,0.8188,0.0992
1.454545455,1.212121212,0.796,0.1008
1.515151515,1.212121212,0.7818,0.1134
1.575757576,1.212121212,0.7676,0.1104
1.636363636,1.212121212,0.7202,0.1
1.696969697,1.212121212,0.7032,0.1114
1.757575758,1.212121212,0.7132,0.1452
1.818181818,1.212121212,0.6736,0.1206
1.878787879,1.212121212,0.6742,0.171
1.939393939,1.212121212,0.6432,0.1324
2,1.212121212,0.606,0.1242
2.060606061,1.212121212,0.607,0.1558
2.121212121,1.212121212,0.5588,0.1244
2.181818182,1.212121212,0.5462,0.1224
2.242424242,1.212121212,0.5416,0.127
2.303030303,1.212121212,0.553,0.153
2.363636364,1.212121212,0.4998,0.1292
2.424242424,1.212121212,0.4878,0.1202
2.484848485,1.212121212,0.492,0.117
2.545454545,1.212121212,0.4598,0.132
2.606060606,1.212121212,0.4558,0.123
2.666666667,1.212121212,0.421,0.116
2.727272727,1.212121212,0.4168,0.1068
2.787878788,1.212121212,0.4034,0.1038
2.848484848,1.212121212,0.3796,0.0794
2.909090909,1.212121212,0.37,0.0888
2.96969697,1.212121212,0.3864,0.1098
3.03030303,1.212121212,0.3782,0.1012
3.090909091,1.212121212,0.3664,0.106
3.151515152,1.212121212,0.3604,0.1004
3.212121212,1.212121212,0.3374,0.0754
3.272727273,1.212121212,0.2988,0.0574
3.333333333,1.212121212,0.3234,0.0774
3.393939394,1.212121212,0.2932,0.0518
3.454545455,1.212121212,0.289,0.0516
3.515151515,1.212121212,0.2984,0.0644
3.575757576,1.212121212,0.2848,0.0568
3.636363636,1.212121212,0.2792,0.0546
3.696969697,1.212121212,0.2726,0.0566
3.757575758,1.212121212,0.259,0.051
3.818181818,1.212121212,0.2574,0.0486
3.878787879,1.212121212,0.2566,0.047
3.939393939,1.212121212,0.249,0.0442
4,1.212121212,0.237,0.0394
4.060606061,1.212121212,0.2354,0.0466
4.121212121,1.212121212,0.2258,0.0324
4.181818182,1.212121212,0.217,0.029
4.242424242,1.212121212,0.2218,0.0302
4.303030303,1.212121212,0.2172,0.0256
4.363636364,1.212121212,0.2082,0.0264
4.424242424,1.212121212,0.2086,0.0308
4.484848485,1.212121212,0.2064,0.035
4.545454545,1.212121212,0.193,0.026
4.606060606,1.212121212,0.194,0.0192
4.666666667,1.212121212,0.1946,0.0182
4.727272727,1.212121212,0.182,0.0152
4.787878788,1.212121212,0.1878,0.02
4.848484848,1.212121212,0.1766,0.0202
4.909090909,1.212121212,0.1824,0.0242
4.96969697,1.212121212,0.173,0.0192
5.03030303,1.212121212,0.1796,0.0258
5.090909091,1.212121212,0.1668,0.0138
5.151515152,1.212121212,0.1676,0.0112
5.212121212,1.212121212,0.1646,0.016
5.272727273,1.212121212,0.1652,0.016
5.333333333,1.212121212,0.1624,0.0132
5.393939394,1.212121212,0.1626,0.016
5.454545455,1.212121212,0.1596,0.0122
5.515151515,1.212121212,0.154,0.0064
5.575757576,1.212121212,0.1536,0.008
5.636363636,1.212121212,0.1558,0.0104
5.696969697,1.212121212,0.1498,0.0078
5.757575758,1.212121212,0.1482,0.0068
5.818181818,1.212121212,0.1464,0.0088
5.878787879,1.212121212,0.1382,0.0026
5.939393939,1.212121212,0.1384,0.0074
6,1.212121212,0.1402,0.0042
0,1.272727273,1,0
0.06060606061,1.272727273,1,0
0.1212121212,1.272727273,1,0
0.1818181818,1.272727273,1,0
0.2424242424,1.272727273,1,0
0.303030303,1.272727273,1,0
0.3636363636,1.272727273,1,0
0.4242424242,1.272727273,1,0
0.4848484848,1.272727273,1,0
0.5454545455,1.272727273,0.9998,0.0002
0.6060606061,1.272727273,0.999,0.0008
0.6666666667,1.272727273,0.9958,0.0036
0.7272727273,1.272727273,0.9922,0.0058
0.7878787879,1.272727273,0.9882,0.0074
0.8484848485,1.272727273,0.9822,0.0118
0.9090909091,1.272727273,0.973,0.0162
0.9696969697,1.272727273,0.958,0.0262
1.03030303,1.272727273,0.9506,0.0318
1.090909091,1.272727273,0.9296,0.046
1.151515152,1.272727273,0.9162,0.0476
1.212121212,1.272727273,0.8938,0.0614
1.272727273,1.272727273,0.8692,0.0704
1.333333333,1.272727273,0.8544,0.0782
1.393939394,1.272727273,0.851,0.1008
1.454545455,1.272727273,0.8156,0.0934
1.515151515,1.272727273,0.799,0.1138
1.575757576,1.272727273,0.7756,0.116
1.636363636,1.272727273,0.7614,0.1156
1.696969697,1.272727273,0.733,0.1182
1.757575758,1.272727273,0.7346,0.1466
1.818181818,1.272727273,0.6866,0.118
1.878787879,1.272727273,0.6796,0.1436
1.939393939,1.272727273,0.66,0.1438
2,1.272727273,0.6158,0.1314
2.060606061,1.272727273,0.6008,0.132
2.121212121,1.272727273,0.5996,0.1508
2.181818182,1.272727273,0.5892,0.1582
2.242424242,1.272727273,0.5874,0.168
2.303030303,1.272727273,0.5272,0.1298
2.363636364,1.272727273,0.5366,0.1506
2.424242424,1.272727273,0.5174,0.1456
2.484848485,1.272727273,0.4792,0.1208
2.545454545,1.272727273,0.485,0.1346
2.606060606,1.272727273,0.4672,0.1208
2.666666667,1.272727273,0.4586,0.119
2.727272727,1.272727273,0.455,0.1296
2.787878788,1.272727273,0.4536,0.1618
2.848484848,1.272727273,0.4332,0.1394
2.909090909,1.272727273,0.4058,0.1052
2.96969697,1.272727273,0.3768,0.088
3.03030303,1.272727273,0.3798,0.1014
3.090909091,1.272727273,0.3472,0.0746
3.151515152,1.272727273,0.368,0.1082
3.212121212,1.272727273,0.3474,0.0854
3.272727273,1.272727273,0.34,0.0842
3.333333333,1.272727273,0.3282,0.0844
3.393939394,1.272727273,0.3176,0.0704
3.454545455,1.272727273,0.3034,0.061
3.515151515,1.272727273,0.294,0.06
3.575757576,1.272727273,0.3018,0.0606
3.636363636,1.272727273,0.2902,0.0562
3.696969697,1.272727273,0.2612,0.0494
3.757575758,1.272727273,0.261,0.043
3.818181818,1.272727273,0.2618,0.051
3.878787879,1.272727273,0.261,0.043
3.939393939,1.272727273,0.2476,0.0412
4,1.272727273,0.256,0.0436
4.060606061,1.272727273,0.2402,0.0364
4.121212121,1.272727273,0.2408,0.044
4.181818182,1.272727273,0.228,0.0322
4.242424242,1.272727273,0.2318,0.0406
4.303030303,1.272727273,0.2244,0.0444
4.363636364,1.272727273,0.2146,0.0318
4.424242424,1.272727273,0.2136,0.0306
4.484848485,1.272727273,0.2038,0.0256
4.545454545,1.272727273,0.2054,0.0252
4.606060606,1.272727273,0.1968,0.0292
4.666666667,1.272727273,0.198,0.0266
4.727272727,1.272727273,0.1908,0.022
4.787878788,1.272727273,0.187,0.0212
4.848484848,1.272727273,0.187,0.021
4.909090909,1.272727273,0.1888,0.0216
4.96969697,1.272727273,0.1818,0.0188
5.03030303,1.272727273,0.1828,0.0214
5.090909091,1.272727273,0.177,0.0194
5.151515152,1.272727273,0.1778,0.0204
5.212121212,1.272727273,0.176,0.0196
5.272727273,1.272727273,0.1664,0.015
5.333333333,1.272727273,0.1682,0.025
5.393939394,1.272727273,0.1666,0.0176
5.454545455,1.272727273,0.1596,0.0156
5.515151515,1.272727273,0.1588,0.0196
5.575757576,1.272727273,0.1588,0.0138
5.636363636,1.272727273,0.1618,0.0178
5.696969697,1.272727273,0.153,0.01
5.757575758,1.272727273,0.1496,0.0098
5.818181818,1.272727273,0.1464,0.0082
5.878787879,1.272727273,0.1448,0.0108
5.939393939,1.272727273,0.148,0.014
6,1.272727273,0.1458,0.0142
0,1.333333333,1,0
0.06060606061,1.333333333,1,0
0.1212121212,1.333333333,1,0
0.1818181818,1.333333333,1,0
0.2424242424,1.333333333,1,0
0.303030303,1.333333333,1,0
0.3636363636,1.333333333,1,0
0.4242424242,1.333333333,1,0
0.4848484848,1.333333333,0.9998,0.0002
0.5454545455,1.333333333,0.9998,0.0002
0.6060606061,1.333333333,0.999,0.0004
0.6666666667,1.333333333,0.997,0.0018
0.7272727273,1.333333333,0.995,0.0042
0.7878787879,1.333333333,0.9896,0.0072
0.8484848485,1.333333333,0.9808,0.0142
0.9090909091,1.333333333,0.9746,0.017
0.9696969697,1.333333333,0.9658,0.023
1.03030303,1.333333333,0.9492,0.0338
1.090909091,1.333333333,0.9408,0.0388
1.151515152,1.333333333,0.9184,0.0412
1.212121212,1.333333333,0.9066,0.0534
1.272727273,1.333333333,0.8888,0.0628
1.333333333,1.333333333,0.8686,0.0784
1.393939394,1.333333333,0.8596,0.0908
1.454545455,1.333333333,0.8408,0.0866
1.515151515,1.333333333,0.8174,0.1076
1.575757576,1.333333333,0.8004,0.1198
1.636363636,1.333333333,0.7738,0.112
1.696969697,1.333333333,0.7504,0.1312
1.757575758,1.333333333,0.7446,0.135
1.818181818,1.333333333,0.7212,0.1406
1.878787879,1.333333333,0.7052,0.1318
1.939393939,1.333333333,0.6738,0.137
2,1.333333333,0.6452,0.127
2.060606061,1.333333333,0.6354,0.1486
2.121212121,1.333333333,0.614,0.1654
2.181818182,1.333333333,0.586,0.1548
2.242424242,1.333333333,0.5666,0.1378
2.303030303,1.333333333,0.5692,0.1528
2.363636364,1.333333333,0.5728,0.1694
2.424242424,1.333333333,0.539,0.15
2.484848485,1.333333333,0.5424,0.157
2.545454545,1.333333333,0.4944,0.125
2.606060606,1.333333333,0.4868,0.138
2.666666667,1.333333333,0.459,0.1316
2.727272727,1.333333333,0.4434,0.1118
2.787878788,1.333333333,0.4398,0.1246
2.848484848,1.333333333,0.4202,0.1118
2.909090909,1.333333333,0.4092,0.1142
2.96969697,1.333333333,0.4134,0.1222
3.03030303,1.333333333,0.4012,0.1188
3.090909091,1.333333333,0.3796,0.112
3.151515152,1.333333333,0.3648,0.1004
3.212121212,1.333333333,0.3442,0.0836
3.272727273,1.333333333,0.3416,0.0866
3.333333333,1.333333333,0.338,0.0786
3.393939394,1.333333333,0.3368,0.0918
3.454545455,1.333333333,0.322,0.0802
3.515151515,1.333333333,0.3216,0.0736
3.575757576,1.333333333,0.2964,0.0602
3.636363636,1.333333333,0.2986,0.0694
3.696969697,1.333333333,0.2788,0.0476
3.757575758,1.333333333,0.2746,0.0524
3.818181818,1.333333333,0.2574,0.0448
3.878787879,1.333333333,0.263,0.0474
3.939393939,1.333333333,0.2642,0.0582
4,1.333333333,0.2468,0.0482
4.060606061,1.333333333,0.2474,0.0536
4.121212121,1.333333333,0.246,0.0482
4.181818182,1.333333333,0.2386,0.0422
4.242424242,1.333333333,0.2344,0.0422
4.303030303,1.333333333,0.2276,0.0304
4.363636364,1.333333333,0.2232,0.0448
4.424242424,1.333333333,0.2198,0.0348
4.484848485,1.333333333,0.222,0.0398
4.545454545,1.333333333,0.2154,0.038
4.606060606,1.333333333,0.2,0.025
4.666666667,1.333333333,0.1954,0.0296
4.727272727,1.333333333,0.1956,0.0224
4.787878788,1.333333333,0.1918,0.0238
4.848484848,1.333333333,0.1888,0.0242
4.909090909,1.333333333,0.1866,0.0234
4.96969697,1.333333333,0.1924,0.0288
5.03030303,1.333333333,0.1832,0.0264
5.090909091,1.333333333,0.1824,0.0254
5.151515152,1.333333333,0.1716,0.015
5.212121212,1.333333333,0.1778,0.027
5.272727273,1.333333333,0.1742,0.0222
5.333333333,1.333333333,0.1686,0.0268
5.393939394,1.333333333,0.1696,0.0178
5.454545455,1.333333333,0.1638,0.0178
5.515151515,1.333333333,0.1658,0.022
5.575757576,1.333333333,0.1554,0.0146
5.636363636,1.333333333,0.161,0.0218
5.696969697,1.333333333,0.1644,0.0258
5.757575758,1.333333333,0.1536,0.0164
5.818181818,1.333333333,0.149,0.0146
5.878787879,1.333333333,0.149,0.0108
5.939393939,1.333333333,0.1458,0.0144
6,1.333333333,0.1408,0.01
0,1.393939394,1,0
0.06060606061,1.393939394,1,0
0.1212121212,1.393939394,1,0
0.1818181818,1.393939394,1,0
0.2424242424,1.393939394,1,0
0.303030303,1.393939394,1,0
0.3636363636,1.393939394,1,0
0.4242424242,1.393939394,1,0
0.4848484848,1.393939394,0.9998,0.0002
0.5454545455,1.393939394,0.9998,0.0002
0.6060606061,1.393939394,0.9996,0.0004
0.6666666667,1.393939394,0.9978,0.0006
0.7272727273,1.393939394,0.9956,0.0034
0.7878787879,1.393939394,0.9922,0.0054
0.8484848485,1.393939394,0.9856,0.008
0.9090909091,1.393939394,0.9788,0.014
0.9696969697,1.393939394,0.967,0.0216
1.03030303,1.393939394,0.9558,0.0226
1.090909091,1.393939394,0.945,0.0306
1.151515152,1.393939394,0.9348,0.039
1.212121212,1.393939394,0.918,0.0474
1.272727273,1.393939394,0.8908,0.0616
1.333333333,1.393939394,0.8808,0.081
1.393939394,1.393939394,0.861,0.0744
1.454545455,1.393939394,0.8388,0.0852
1.515151515,1.393939394,0.8308,0.1042
1.575757576,1.393939394,0.798,0.1032
1.636363636,1.393939394,0.8004,0.1164
1.696969697,1.393939394,0.7714,0.1292
1.757575758,1.393939394,0.7544,0.1218
1.818181818,1.393939394,0.7508,0.1258
1.878787879,1.393939394,0.7264,0.1282
1.939393939,1.393939394,0.6918,0.1212
2,1.393939394,0.6808,0.1498
2.060606061,1.393939394,0.64,0.1394
2.121212121,1.393939394,0.6184,0.1438
2.181818182,1.393939394,0.6088,0.1634
2.242424242,1.393939394,0.595,0.1464
2.303030303,1.393939394,0.5906,0.1636
2.363636364,1.393939394,0.5758,0.1508
2.424242424,1.393939394,0.5628,0.1526
2.484848485,1.393939394,0.527,0.1368
2.545454545,1.393939394,0.5052,0.1484
2.606060606,1.393939394,0.5056,0.1526
2.666666667,1.393939394,0.4804,0.1294
2.727272727,1.393939394,0.4822,0.156
2.787878788,1.393939394,0.472,0.1646
2.848484848,1.393939394,0.4278,0.11
2.909090909,1.393939394,0.4262,0.1138
2.96969697,1.393939394,0.4054,0.1136
3.03030303,1.393939394,0.3932,0.1138
3.090909091,1.393939394,0.3898,0.1166
3.151515152,1.393939394,0.3832,0.109
3.212121212,1.393939394,0.382,0.1198
3.272727273,1.393939394,0.3504,0.095
3.333333333,1.393939394,0.343,0.0838
3.393939394,1.393939394,0.3204,0.0608
3.454545455,1.393939394,0.3326,0.0882
3.515151515,1.393939394,0.3316,0.083
3.575757576,1.393939394,0.3262,0.0888
3.636363636,1.393939394,0.3182,0.0836
3.696969697,1.393939394,0.2768,0.0476
3.757575758,1.393939394,0.283,0.0594
3.818181818,1.393939394,0.2774,0.0506
3.878787879,1.393939394,0.268,0.0592
3.939393939,1.393939394,0.2596,0.0488
4,1.393939394,0.265,0.0504
4.060606061,1.393939394,0.2648,0.0584
4.121212121,1.393939394,0.2532,0.0498
4.181818182,1.393939394,0.2468,0.0538
4.242424242,1.393939394,0.2362,0.0444
4.303030303,1.393939394,0.2346,0.0466
4.363636364,1.393939394,0.2326,0.0416
4.424242424,1.393939394,0.2226,0.038
4.484848485,1.393939394,0.228,0.0478
4.545454545,1.393939394,0.214,0.0386
4.606060606,1.393939394,0.2072,0.03
4.666666667,1.393939394,0.2012,0.0276
4.727272727,1.393939394,0.2002,0.03
4.787878788,1.393939394,0.2,0.0374
4.848484848,1.393939394,0.2048,0.037
4.909090909,1.393939394,0.192,0.0302
4.96969697,1.393939394,0.1906,0.0308
5.03030303,1.393939394,0.182,0.023
5.090909091,1.393939394,0.1792,0.0276
5.151515152,1.393939394,0.1798,0.0214
5.212121212,1.393939394,0.181,0.025
5.272727273,1.393939394,0.1808,0.0286
5.333333333,1.393939394,0.1676,0.0212
5.393939394,1.393939394,0.1644,0.0188
5.454545455,1.393939394,0.1714,0.0218
5.515151515,1.393939394,0.1598,0.0146
5.575757576,1.393939394,0.1582,0.009
5.636363636,1.393939394,0.159,0.0152
5.696969697,1.393939394,0.1572,0.0206
5.757575758,1.393939394,0.1516,0.0106
5.818181818,1.393939394,0.153,0.0158
5.878787879,1.393939394,0.1486,0.01
5.939393939,1.393939394,0.1502,0.0158
6,1.393939394,0.1514,0.018
0,1.454545455,1,0
0.06060606061,1.454545455,1,0
0.1212121212,1.454545455,1,0
0.1818181818,1.454545455,1,0
0.2424242424,1.454545455,1,0
0.303030303,1.454545455,1,0
0.3636363636,1.454545455,1,0
0.4242424242,1.454545455,1,0
0.4848484848,1.454545455,1,0
0.5454545455,1.454545455,0.9998,0.0002
0.6060606061,1.454545455,1,0
0.6666666667,1.454545455,0.9984,0.0006
0.7272727273,1.454545455,0.9966,0.0028
0.7878787879,1.454545455,0.9934,0.0046
0.8484848485,1.454545455,0.9894,0.0054
0.9090909091,1.454545455,0.9822,0.0142
0.9696969697,1.454545455,0.9746,0.0134
1.03030303,1.454545455,0.965,0.0248
1.090909091,1.454545455,0.9514,0.033
1.151515152,1.454545455,0.9416,0.0298
1.212121212,1.454545455,0.925,0.0466
1.272727273,1.454545455,0.9024,0.0518
1.333333333,1.454545455,0.8902,0.064
1.393939394,1.454545455,0.8722,0.0782
1.454545455,1.454545455,0.87,0.0876
1.515151515,1.454545455,0.8448,0.085
1.575757576,1.454545455,0.8188,0.102
1.636363636,1.454545455,0.8122,0.108
1.696969697,1.454545455,0.7726,0.1092
1.757575758,1.454545455,0.7592,0.1144
1.818181818,1.454545455,0.7596,0.1322
1.878787879,1.454545455,0.7354,0.1396
1.939393939,1.454545455,0.7036,0.1214
2,1.454545455,0.6874,0.1472
2.060606061,1.454545455,0.6542,0.1412
2.121212121,1.454545455,0.6692,0.1746
2.181818182,1.454545455,0.6328,0.17
2.242424242,1.454545455,0.619,0.1664
2.303030303,1.454545455,0.618,0.1618
2.363636364,1.454545455,0.5826,0.146
2.424242424,1.454545455,0.582,0.1608
2.484848485,1.454545455,0.548,0.137
2.545454545,1.454545455,0.5194,0.1462
2.606060606,1.454545455,0.4796,0.1154
2.666666667,1.454545455,0.4862,0.1158
2.727272727,1.454545455,0.4932,0.1478
2.787878788,1.454545455,0.4878,0.1286
2.848484848,1.454545455,0.4584,0.1296
2.909090909,1.454545455,0.4466,0.1342
2.96969697,1.454545455,0.393,0.0986
3.03030303,1.454545455,0.4226,0.128
3.090909091,1.454545455,0.411,0.1204
3.151515152,1.454545455,0.4132,0.1418
3.212121212,1.454545455,0.412,0.137
3.272727273,1.454545455,0.3936,0.126
3.333333333,1.454545455,0.3768,0.1214
3.393939394,1.454545455,0.364,0.1052
3.454545455,1.454545455,0.362,0.1162
3.515151515,1.454545455,0.3312,0.0894
3.575757576,1.454545455,0.3314,0.0962
3.636363636,1.454545455,0.303,0.0708
3.696969697,1.454545455,0.3268,0.0976
3.757575758,1.454545455,0.288,0.0702
3.818181818,1.454545455,0.3122,0.0924
3.878787879,1.454545455,0.2788,0.055
3.939393939,1.454545455,0.2808,0.0678
4,1.454545455,0.2756,0.0724
4.060606061,1.454545455,0.264,0.062
4.121212121,1.454545455,0.2616,0.0598
4.181818182,1.454545455,0.2462,0.0472
4.242424242,1.454545455,0.232,0.0406
4.303030303,1.454545455,0.2312,0.0456
4.363636364,1.454545455,0.2426,0.0484
4.424242424,1.454545455,0.2314,0.0416
4.484848485,1.454545455,0.2272,0.0528
4.545454545,1.454545455,0.2148,0.0394
4.606060606,1.454545455,0.2088,0.034
4.666666667,1.454545455,0.2164,0.034
4.727272727,1.454545455,0.2094,0.0368
4.787878788,1.454545455,0.2056,0.0418
4.848484848,1.454545455,0.1946,0.0318
4.909090909,1.454545455,0.2012,0.03
4.96969697,1.454545455,0.1922,0.0352
5.03030303,1.454545455,0.1884,0.0286
5.090909091,1.454545455,0.1858,0.0254
5.151515152,1.454545455,0.1766,0.0238
5.212121212,1.454545455,0.1788,0.0186
5.272727273,1.454545455,0.1778,0.0222
5.333333333,1.454545455,0.1652,0.0116
5.393939394,1.454545455,0.1772,0.0298
5.454545455,1.454545455,0.1622,0.0146
5.515151515,1.454545455,0.16,0.0186
5.575757576,1.454545455,0.1668,0.0244
5.636363636,1.454545455,0.1556,0.0164
5.696969697,1.454545455,0.1526,0.0114
5.757575758,1.454545455,0.1502,0.0118
5.818181818,1.454545455,0.1548,0.0182
5.878787879,1.454545455,0.15,0.0132
5.939393939,1.454545455,0.1482,0.0112
6,1.454545455,0.1472,0.0136
0,1.515151515,1,0
0.06060606061,1.515151515,1,0
0.1212121212,1.515151515,1,0
0.1818181818,1.515151515,1,0
0.2424242424,1.515151515,1,0
0.303030303,1.515151515,1,0
0.3636363636,1.515151515,1,0
0.4242424242,1.515151515,1,0
0.4848484848,1.515151515,1,0
0.5454545455,1.515151515,0.9998,0.0002
0.6060606061,1.515151515,1,0
0.6666666667,1.515151515,0.9992,0.0006
0.7272727273,1.515151515,0.9968,0.0026
0.7878787879,1.515151515,0.9944,0.004
0.8484848485,1.515151515,0.9922,0.0046
0.9090909091,1.515151515,0.9848,0.0084
0.9696969697,1.515151515,0.9788,0.0128
1.03030303,1.515151515,0.9698,0.0158
1.090909091,1.515151515,0.9576,0.0226
1.151515152,1.515151515,0.9444,0.0346
1.212121212,1.515151515,0.93,0.0384
1.272727273,1.515151515,0.9176,0.0502
1.333333333,1.515151515,0.9034,0.0558
1.393939394,1.515151515,0.8804,0.0674
1.454545455,1.515151515,0.8752,0.0812
1.515151515,1.515151515,0.8516,0.0868
1.575757576,1.515151515,0.8528,0.0916
1.636363636,1.515151515,0.8208,0.1058
1.696969697,1.515151515,0.8128,0.1096
1.757575758,1.515151515,0.7854,0.1246
1.818181818,1.515151515,0.7684,0.1264
1.878787879,1.515151515,0.7374,0.1298
1.939393939,1.515151515,0.7152,0.1282
2,1.515151515,0.6846,0.1352
2.060606061,1.515151515,0.6888,0.156
2.121212121,1.515151515,0.657,0.1342
2.181818182,1.515151515,0.65,0.1484
2.242424242,1.515151515,0.6628,0.1774
2.303030303,1.515151515,0.6116,0.146
2.363636364,1.515151515,0.5962,0.159
2.424242424,1.515151515,0.5862,0.1644
2.484848485,1.515151515,0.5714,0.1652
2.545454545,1.515151515,0.5708,0.1528
2.606060606,1.515151515,0.5524,0.1614
2.666666667,1.515151515,0.5262,0.1526
2.727272727,1.515151515,0.4956,0.15
2.787878788,1.515151515,0.4818,0.142
2.848484848,1.515151515,0.4888,0.1506
2.909090909,1.515151515,0.4694,0.1288
2.96969697,1.515151515,0.4678,0.1666
3.03030303,1.515151515,0.4296,0.1196
3.090909091,1.515151515,0.4176,0.1304
3.151515152,1.515151515,0.4112,0.1178
3.212121212,1.515151515,0.4048,0.1524
3.272727273,1.515151515,0.4168,0.1446
3.333333333,1.515151515,0.4038,0.1266
3.393939394,1.515151515,0.3874,0.124
3.454545455,1.515151515,0.3686,0.1192
3.515151515,1.515151515,0.3638,0.119
3.575757576,1.515151515,0.3766,0.1198
3.636363636,1.515151515,0.3402,0.1006
3.696969697,1.515151515,0.3256,0.078
3.757575758,1.515151515,0.317,0.0876
3.818181818,1.515151515,0.3114,0.0906
3.878787879,1.515151515,0.3072,0.082
3.939393939,1.515151515,0.2958,0.0796
4,1.515151515,0.293,0.0826
4.060606061,1.515151515,0.2772,0.0628
4.121212121,1.515151515,0.2686,0.0592
4.181818182,1.515151515,0.252,0.0494
4.242424242,1.515151515,0.251,0.0662
4.303030303,1.515151515,0.2526,0.0536
4.363636364,1.515151515,0.2416,0.0518
4.424242424,1.515151515,0.244,0.0554
4.484848485,1.515151515,0.245,0.053
4.545454545,1.515151515,0.2264,0.0412
4.606060606,1.515151515,0.224,0.0424
4.666666667,1.515151515,0.216,0.0468
4.727272727,1.515151515,0.212,0.0444
