sigma_A_over_omega,K_over_omega,positive_fraction,negative_fraction
4.606060606,2.848484848,0.505,0.2146
4.666666667,2.848484848,0.4762,0.1954
4.727272727,2.848484848,0.4514,0.18
4.787878788,2.848484848,0.4472,0.1792
4.848484848,2.848484848,0.4724,0.2172
4.909090909,2.848484848,0.484,0.1962
4.96969697,2.848484848,0.4276,0.1806
5.03030303,2.848484848,0.471,0.2182
5.090909091,2.848484848,0.4226,0.1822
5.151515152,2.848484848,0.3938,0.171
5.212121212,2.848484848,0.3988,0.1626
5.272727273,2.848484848,0.3808,0.1548
5.333333333,2.848484848,0.3834,0.1448
5.393939394,2.848484848,0.3848,0.1518
5.454545455,2.848484848,0.409,0.1906
5.515151515,2.848484848,0.3712,0.1634
5.575757576,2.848484848,0.3316,0.1512
5.636363636,2.848484848,0.3566,0.1622
5.696969697,2.848484848,0.3622,0.1622
5.757575758,2.848484848,0.3294,0.1322
5.818181818,2.848484848,0.3246,0.1306
5.878787879,2.848484848,0.3262,0.1352
5.939393939,2.848484848,0.34,0.1588
6,2.848484848,0.3076,0.1358
0,2.909090909,1,0
0.06060606061,2.909090909,1,0
0.1212121212,2.909090909,1,0
0.1818181818,2.909090909,1,0
0.2424242424,2.909090909,1,0
0.303030303,2.909090909,1,0
0.3636363636,2.909090909,1,0
0.4242424242,2.909090909,1,0
0.4848484848,2.909090909,1,0
0.5454545455,2.909090909,1,0
0.6060606061,2.909090909,1,0
0.6666666667,2.909090909,1,0
0.7272727273,2.909090909,1,0
0.7878787879,2.909090909,1,0
0.8484848485,2.909090909,1,0
0.9090909091,2.909090909,1,0
0.9696969697,2.909090909,1,0
1.03030303,2.909090909,0.9994,0.0002
1.090909091,2.909090909,0.9996,0.0002
1.151515152,2.909090909,0.9992,0.0004
1.212121212,2.909090909,0.9976,0.0014
1.272727273,2.909090909,0.9952,0.0028
1.333333333,2.909090909,0.9926,0.005
1.393939394,2.909090909,0.992,0.005
1.454545455,2.909090909,0.9878,0.0066
1.515151515,2.909090909,0.983,0.0126
1.575757576,2.909090909,0.982,0.0138
1.636363636,2.909090909,0.9756,0.0172
1.696969697,2.909090909,0.973,0.0184
1.757575758,2.909090909,0.9654,0.0242
1.818181818,2.909090909,0.9548,0.03
1.878787879,2.909090909,0.9496,0.0376
1.939393939,2.909090909,0.9442,0.0352
2,2.909090909,0.9224,0.041
2.060606061,2.909090909,0.9304,0.0498
2.121212121,2.909090909,0.9184,0.0494
2.181818182,2.909090909,0.902,0.0506
2.242424242,2.909090909,0.8948,0.0734
2.303030303,2.909090909,0.893,0.0692
2.363636364,2.909090909,0.8614,0.0534
2.424242424,2.909090909,0.8642,0.0858
2.484848485,2.909090909,0.8346,0.0936
2.545454545,2.909090909,0.8472,0.1006
2.606060606,2.909090909,0.8318,0.0934
2.666666667,2.909090909,0.815,0.1026
2.727272727,2.909090909,0.8052,0.1066
2.787878788,2.909090909,0.8086,0.1308
2.848484848,2.909090909,0.775,0.1122
2.909090909,2.909090909,0.7762,0.1082
2.96969697,2.909090909,0.7372,0.1202
3.03030303,2.909090909,0.7314,0.1214
3.090909091,2.909090909,0.7158,0.1322
3.151515152,2.909090909,0.7058,0.135
3.212121212,2.909090909,0.6808,0.1502
3.272727273,2.909090909,0.6914,0.135
3.333333333,2.909090909,0.6936,0.1654
3.393939394,2.909090909,0.6796,0.1762
3.454545455,2.909090909,0.6414,0.1496
3.515151515,2.909090909,0.623,0.1446
3.575757576,2.909090909,0.6178,0.1392
3.636363636,2.909090909,0.6166,0.1648
3.696969697,2.909090909,0.6032,0.1794
3.757575758,2.909090909,0.61,0.2
3.818181818,2.909090909,0.5978,0.183
3.878787879,2.909090909,0.5724,0.1788
3.939393939,2.909090909,0.5792,0.1792
4,2.909090909,0.5696,0.1998
4.060606061,2.909090909,0.5364,0.1776
4.121212121,2.909090909,0.5024,0.1774
4.181818182,2.909090909,0.5226,0.1614
4.242424242,2.909090909,0.5034,0.1896
4.303030303,2.909090909,0.5106,0.1968
4.363636364,2.909090909,0.4892,0.2162
4.424242424,2.909090909,0.494,0.1978
4.484848485,2.909090909,0.4462,0.184
4.545454545,2.909090909,0.4476,0.1684
4.606060606,2.909090909,0.4334,0.141
4.666666667,2.909090909,0.4762,0.2028
4.727272727,2.909090909,0.4252,0.1654
4.787878788,2.909090909,0.4246,0.1788
4.848484848,2.909090909,0.4158,0.1686
4.909090909,2.909090909,0.4008,0.144
4.96969697,2.909090909,0.3966,0.1306
5.03030303,2.909090909,0.4316,0.1698
5.090909091,2.909090909,0.4104,0.1652
5.151515152,2.909090909,0.387,0.1436
5.212121212,2.909090909,0.3918,0.14
5.272727273,2.909090909,0.4286,0.218
5.333333333,2.909090909,0.3668,0.1476
5.393939394,2.909090909,0.3712,0.1328
5.454545455,2.909090909,0.3698,0.1484
5.515151515,2.909090909,0.3872,0.1596
5.575757576,2.909090909,0.3836,0.1672
5.636363636,2.909090909,0.342,0.1438
5.696969697,2.909090909,0.3586,0.143
5.757575758,2.909090909,0.3302,0.1312
5.818181818,2.909090909,0.3252,0.1374
5.878787879,2.909090909,0.3318,0.1296
5.939393939,2.909090909,0.3158,0.1206
6,2.909090909,0.3324,0.1486
0,2.96969697,1,0
0.06060606061,2.96969697,1,0
0.1212121212,2.96969697,1,0
0.1818181818,2.96969697,1,0
0.2424242424,2.96969697,1,0
0.303030303,2.96969697,1,0
0.3636363636,2.96969697,1,0
0.4242424242,2.96969697,1,0
0.4848484848,2.96969697,1,0
0.5454545455,2.96969697,1,0
0.6060606061,2.96969697,1,0
0.6666666667,2.96969697,1,0
0.7272727273,2.96969697,1,0
0.7878787879,2.96969697,1,0
0.8484848485,2.96969697,1,0
0.9090909091,2.96969697,0.9998,0.0002
0.9696969697,2.96969697,1,0
1.03030303,2.96969697,0.9996,0.0002
1.090909091,2.96969697,0.9992,0.0004
1.151515152,2.96969697,0.999,0.0006
1.212121212,2.96969697,0.9978,0.0018
1.272727273,2.96969697,0.9956,0.0034
1.333333333,2.96969697,0.9928,0.005
1.393939394,2.96969697,0.995,0.004
1.454545455,2.96969697,0.9894,0.0068
1.515151515,2.96969697,0.9866,0.0106
1.575757576,2.96969697,0.9842,0.0104
1.636363636,2.96969697,0.9778,0.0132
1.696969697,2.96969697,0.9772,0.0168
1.757575758,2.96969697,0.9696,0.0186
1.818181818,2.96969697,0.9654,0.0234
1.878787879,2.96969697,0.9528,0.0292
1.939393939,2.96969697,0.949,0.0296
2,2.96969697,0.9458,0.0308
2.060606061,2.96969697,0.9286,0.0478
2.121212121,2.96969697,0.9296,0.0538
2.181818182,2.96969697,0.911,0.0488
2.242424242,2.96969697,0.8986,0.0642
2.303030303,2.96969697,0.8884,0.0742
2.363636364,2.96969697,0.88,0.0564
2.424242424,2.96969697,0.8694,0.0866
2.484848485,2.96969697,0.8418,0.0806
2.545454545,2.96969697,0.8608,0.0976
2.606060606,2.96969697,0.8432,0.066
2.666666667,2.96969697,0.8208,0.097
2.727272727,2.96969697,0.8198,0.0882
2.787878788,2.96969697,0.7956,0.1034
2.848484848,2.96969697,0.7988,0.1144
2.909090909,2.96969697,0.7694,0.126
2.96969697,2.96969697,0.736,0.1116
3.03030303,2.96969697,0.759,0.1162
3.090909091,2.96969697,0.744,0.1194
3.151515152,2.96969697,0.7312,0.1206
3.212121212,2.96969697,0.7024,0.1494
3.272727273,2.96969697,0.6816,0.1406
3.333333333,2.96969697,0.6528,0.1244
3.393939394,2.96969697,0.6706,0.1566
3.454545455,2.96969697,0.6374,0.1222
3.515151515,2.96969697,0.6626,0.1446
3.575757576,2.96969697,0.6688,0.1716
3.636363636,2.96969697,0.6208,0.1626
3.696969697,2.96969697,0.5836,0.1716
3.757575758,2.96969697,0.5874,0.1734
3.818181818,2.96969697,0.5994,0.171
3.878787879,2.96969697,0.582,0.1548
3.939393939,2.96969697,0.5468,0.1592
4,2.96969697,0.5394,0.1588
4.060606061,2.96969697,0.5028,0.1288
4.121212121,2.96969697,0.5448,0.18
4.181818182,2.96969697,0.5266,0.1998
4.242424242,2.96969697,0.489,0.177
4.303030303,2.96969697,0.5086,0.177
4.363636364,2.96969697,0.4678,0.1688
4.424242424,2.96969697,0.4976,0.1924
4.484848485,2.96969697,0.4906,0.1834
4.545454545,2.96969697,0.4834,0.1802
4.606060606,2.96969697,0.472,0.1988
4.666666667,2.96969697,0.4506,0.176
4.727272727,2.96969697,0.4384,0.1832
4.787878788,2.96969697,0.4512,0.1632
4.848484848,2.96969697,0.4356,0.1738
4.909090909,2.96969697,0.3908,0.163
4.96969697,2.96969697,0.4306,0.1632
5.03030303,2.96969697,0.4126,0.1786
5.090909091,2.96969697,0.396,0.1482
5.151515152,2.96969697,0.4026,0.1606
5.212121212,2.96969697,0.3938,0.1742
5.272727273,2.96969697,0.4126,0.1726
5.333333333,2.96969697,0.3732,0.1504
5.393939394,2.96969697,0.3736,0.1586
5.454545455,2.96969697,0.3614,0.1448
5.515151515,2.96969697,0.3504,0.1474
5.575757576,2.96969697,0.3318,0.1368
5.636363636,2.96969697,0.361,0.1606
5.696969697,2.96969697,0.344,0.1504
5.757575758,2.96969697,0.3486,0.1526
5.818181818,2.96969697,0.3162,0.1314
5.878787879,2.96969697,0.353,0.1454
5.939393939,2.96969697,0.2932,0.1064
6,2.96969697,0.3036,0.1222
0,3.03030303,1,0
0.06060606061,3.03030303,1,0
0.1212121212,3.03030303,1,0
0.1818181818,3.03030303,1,0
0.2424242424,3.03030303,1,0
0.303030303,3.03030303,1,0
0.3636363636,3.03030303,1,0
0.4242424242,3.03030303,1,0
0.4848484848,3.03030303,1,0
0.5454545455,3.03030303,1,0
0.6060606061,3.03030303,1,0
0.6666666667,3.03030303,1,0
0.7272727273,3.03030303,1,0
0.7878787879,3.03030303,1,0
0.8484848485,3.03030303,1,0
0.9090909091,3.03030303,0.9998,0.0002
0.9696969697,3.03030303,1,0
1.03030303,3.03030303,0.9996,0.0004
1.090909091,3.03030303,0.9992,0
1.151515152,3.03030303,0.9994,0.0006
1.212121212,3.03030303,0.9982,0.0018
1.272727273,3.03030303,0.9968,0.003
1.333333333,3.03030303,0.9946,0.004
1.393939394,3.03030303,0.994,0.0054
1.454545455,3.03030303,0.9924,0.005
1.515151515,3.03030303,0.9892,0.0072
1.575757576,3.03030303,0.9836,0.0138
1.636363636,3.03030303,0.982,0.0126
1.696969697,3.03030303,0.975,0.0188
1.757575758,3.03030303,0.9722,0.0182
1.818181818,3.03030303,0.966,0.0258
1.878787879,3.03030303,0.9648,0.0264
1.939393939,3.03030303,0.9546,0.0306
2,3.03030303,0.9492,0.0348
2.060606061,3.03030303,0.9368,0.043
2.121212121,3.03030303,0.9356,0.0432
2.181818182,3.03030303,0.9168,0.0474
2.242424242,3.03030303,0.8968,0.0548
2.303030303,3.03030303,0.8944,0.069
2.363636364,3.03030303,0.8792,0.065
2.424242424,3.03030303,0.8722,0.0822
2.484848485,3.03030303,0.8644,0.0832
2.545454545,3.03030303,0.859,0.0804
2.606060606,3.03030303,0.847,0.0894
2.666666667,3.03030303,0.8374,0.092
2.727272727,3.03030303,0.8366,0.0984
2.787878788,3.03030303,0.8132,0.1042
2.848484848,3.03030303,0.7886,0.0988
2.909090909,3.03030303,0.7702,0.1098
2.96969697,3.03030303,0.7632,0.1006
3.03030303,3.03030303,0.7396,0.1472
3.090909091,3.03030303,0.75,0.138
3.151515152,3.03030303,0.7126,0.1182
3.212121212,3.03030303,0.6992,0.1074
3.272727273,3.03030303,0.6776,0.1204
3.333333333,3.03030303,0.6452,0.1364
3.393939394,3.03030303,0.635,0.1362
3.454545455,3.03030303,0.6492,0.1372
3.515151515,3.03030303,0.6008,0.1272
3.575757576,3.03030303,0.6168,0.1306
3.636363636,3.03030303,0.599,0.1462
3.696969697,3.03030303,0.609,0.1582
3.757575758,3.03030303,0.5546,0.1418
3.818181818,3.03030303,0.5676,0.1546
3.878787879,3.03030303,0.5772,0.1618
3.939393939,3.03030303,0.5686,0.1802
4,3.03030303,0.561,0.1828
4.060606061,3.03030303,0.561,0.1906
4.121212121,3.03030303,0.5284,0.1764
4.181818182,3.03030303,0.5288,0.1788
4.242424242,3.03030303,0.5396,0.1874
4.303030303,3.03030303,0.5224,0.204
4.363636364,3.03030303,0.5236,0.1998
4.424242424,3.03030303,0.5184,0.1958
4.484848485,3.03030303,0.4654,0.1626
4.545454545,3.03030303,0.46,0.1534
4.606060606,3.03030303,0.4748,0.1852
4.666666667,3.03030303,0.4814,0.1856
4.727272727,3.03030303,0.4418,0.1678
4.787878788,3.03030303,0.4356,0.1742
4.848484848,3.03030303,0.4146,0.1732
4.909090909,3.03030303,0.428,0.1744
4.96969697,3.03030303,0.4292,0.1718
5.03030303,3.03030303,0.4476,0.2048
5.090909091,3.03030303,0.449,0.2182
5.151515152,3.03030303,0.4274,0.1818
5.212121212,3.03030303,0.4004,0.1628
5.272727273,3.03030303,0.389,0.1512
5.333333333,3.03030303,0.4028,0.1726
5.393939394,3.03030303,0.389,0.1768
5.454545455,3.03030303,0.3838,0.1626
5.515151515,3.03030303,0.3862,0.1732
5.575757576,3.03030303,0.3964,0.1724
5.636363636,3.03030303,0.3722,0.16
5.696969697,3.03030303,0.3626,0.1546
5.757575758,3.03030303,0.3442,0.1518
5.818181818,3.03030303,0.3588,0.1686
5.878787879,3.03030303,0.3394,0.159
5.939393939,3.03030303,0.3184,0.1536
6,3.03030303,0.3264,0.1494
0,3.090909091,1,0
0.06060606061,3.090909091,1,0
0.1212121212,3.090909091,1,0
0.1818181818,3.090909091,1,0
0.2424242424,3.090909091,1,0
0.303030303,3.090909091,1,0
0.3636363636,3.090909091,1,0
0.4242424242,3.090909091,1,0
0.4848484848,3.090909091,1,0
0.5454545455,3.090909091,1,0
0.6060606061,3.090909091,1,0
0.6666666667,3.090909091,1,0
0.7272727273,3.090909091,1,0
0.7878787879,3.090909091,1,0
0.8484848485,3.090909091,1,0
0.9090909091,3.090909091,0.9998,0.0002
0.9696969697,3.090909091,0.9998,0.0002
1.03030303,3.090909091,1,0
1.090909091,3.090909091,0.9998,0
1.151515152,3.090909091,0.999,0.001
1.212121212,3.090909091,0.9988,0.0008
1.272727273,3.090909091,0.998,0.0016
1.333333333,3.090909091,0.9954,0.0036
1.393939394,3.090909091,0.994,0.0042
1.454545455,3.090909091,0.9948,0.0038
1.515151515,3.090909091,0.9888,0.0058
1.575757576,3.090909091,0.9858,0.0098
1.636363636,3.090909091,0.9862,0.0104
1.696969697,3.090909091,0.9774,0.0136
1.757575758,3.090909091,0.9732,0.0168
1.818181818,3.090909091,0.9678,0.0202
1.878787879,3.090909091,0.9658,0.0222
1.939393939,3.090909091,0.9572,0.028
2,3.090909091,0.9494,0.0312
2.060606061,3.090909091,0.9364,0.0428
2.121212121,3.090909091,0.9332,0.052
2.181818182,3.090909091,0.9312,0.0422
2.242424242,3.090909091,0.9146,0.052
2.303030303,3.090909091,0.9072,0.0732
2.363636364,3.090909091,0.8914,0.0676
2.424242424,3.090909091,0.8854,0.0722
2.484848485,3.090909091,0.8892,0.0656
2.545454545,3.090909091,0.8644,0.0854
2.606060606,3.090909091,0.8746,0.0798
2.666666667,3.090909091,0.8348,0.096
2.727272727,3.090909091,0.835,0.0906
2.787878788,3.090909091,0.8234,0.0878
2.848484848,3.090909091,0.7958,0.0932
2.909090909,3.090909091,0.7748,0.1052
2.96969697,3.090909091,0.7618,0.1064
3.03030303,3.090909091,0.7746,0.1346
3.090909091,3.090909091,0.7186,0.099
3.151515152,3.090909091,0.7258,0.1248
3.212121212,3.090909091,0.6954,0.1144
3.272727273,3.090909091,0.6886,0.125
3.333333333,3.090909091,0.6728,0.1156
3.393939394,3.090909091,0.6708,0.1326
3.454545455,3.090909091,0.6018,0.1138
3.515151515,3.090909091,0.612,0.1112
3.575757576,3.090909091,0.5898,0.1494
3.636363636,3.090909091,0.5788,0.134
3.696969697,3.090909091,0.551,0.1354
3.757575758,3.090909091,0.5382,0.1486
3.818181818,3.090909091,0.549,0.1514
3.878787879,3.090909091,0.5456,0.1348
3.939393939,3.090909091,0.5052,0.1316
4,3.090909091,0.5068,0.1354
4.060606061,3.090909091,0.5164,0.1472
4.121212121,3.090909091,0.5354,0.2034
4.181818182,3.090909091,0.5244,0.1776
4.242424242,3.090909091,0.5232,0.1422
4.303030303,3.090909091,0.521,0.1644
4.363636364,3.090909091,0.519,0.1858
4.424242424,3.090909091,0.5064,0.1872
4.484848485,3.090909091,0.4976,0.1744
4.545454545,3.090909091,0.469,0.1826
4.606060606,3.090909091,0.4324,0.1574
4.666666667,3.090909091,0.4744,0.1716
4.727272727,3.090909091,0.4414,0.1628
4.787878788,3.090909091,0.4042,0.14
4.848484848,3.090909091,0.4292,0.1718
4.909090909,3.090909091,0.441,0.1922
4.96969697,3.090909091,0.436,0.19
5.03030303,3.090909091,0.4126,0.1872
5.090909091,3.090909091,0.4444,0.2104
5.151515152,3.090909091,0.4382,0.2016
5.212121212,3.090909091,0.4368,0.1942
5.272727273,3.090909091,0.4126,0.1944
5.333333333,3.090909091,0.4246,0.2228
5.393939394,3.090909091,0.4154,0.2086
5.454545455,3.090909091,0.3868,0.1512
5.515151515,3.090909091,0.3838,0.1604
5.575757576,3.090909091,0.3924,0.1444
5.636363636,3.090909091,0.4078,0.18
5.696969697,3.090909091,0.3708,0.1506
5.757575758,3.090909091,0.347,0.144
5.818181818,3.090909091,0.3788,0.1664
5.878787879,3.090909091,0.3288,0.1242
5.939393939,3.090909091,0.3518,0.1546
6,3.090909091,0.3314,0.1364
0,3.151515152,1,0
0.06060606061,3.151515152,1,0
0.1212121212,3.151515152,1,0
0.1818181818,3.151515152,1,0
0.2424242424,3.151515152,1,0
0.303030303,3.151515152,1,0
0.3636363636,3.151515152,1,0
0.4242424242,3.151515152,1,0
0.4848484848,3.151515152,1,0
0.5454545455,3.151515152,1,0
0.6060606061,3.151515152,1,0
0.6666666667,3.151515152,1,0
0.7272727273,3.151515152,1,0
0.7878787879,3.151515152,1,0
0.8484848485,3.151515152,1,0
0.9090909091,3.151515152,0.9998,0.0002
0.9696969697,3.151515152,0.9998,0.0002
1.03030303,3.151515152,1,0
1.090909091,3.151515152,0.9998,0
1.151515152,3.151515152,0.999,0.0008
1.212121212,3.151515152,0.999,0.0006
1.272727273,3.151515152,0.9984,0.001
1.333333333,3.151515152,0.9962,0.0022
1.393939394,3.151515152,0.9936,0.0058
1.454545455,3.151515152,0.9934,0.0052
1.515151515,3.151515152,0.991,0.0058
1.575757576,3.151515152,0.989,0.0086
1.636363636,3.151515152,0.985,0.0124
1.696969697,3.151515152,0.9808,0.0114
1.757575758,3.151515152,0.9746,0.0176
1.818181818,3.151515152,0.9744,0.019
1.878787879,3.151515152,0.9658,0.0242
1.939393939,3.151515152,0.9644,0.0252
2,3.151515152,0.9542,0.032
2.060606061,3.151515152,0.9424,0.033
2.121212121,3.151515152,0.94,0.0446
2.181818182,3.151515152,0.9288,0.0432
2.242424242,3.151515152,0.9174,0.051
2.303030303,3.151515152,0.9186,0.0602
2.363636364,3.151515152,0.904,0.0608
2.424242424,3.151515152,0.896,0.051
2.484848485,3.151515152,0.8884,0.0754
2.545454545,3.151515152,0.8782,0.074
2.606060606,3.151515152,0.8634,0.0936
2.666666667,3.151515152,0.8368,0.0962
2.727272727,3.151515152,0.8466,0.0902
2.787878788,3.151515152,0.8232,0.0862
2.848484848,3.151515152,0.8214,0.0988
2.909090909,3.151515152,0.7948,0.1066
2.96969697,3.151515152,0.7838,0.1162
3.03030303,3.151515152,0.757,0.1034
3.090909091,3.151515152,0.7258,0.1004
3.151515152,3.151515152,0.7392,0.1186
3.212121212,3.151515152,0.7082,0.1072
3.272727273,3.151515152,0.6942,0.1042
3.333333333,3.151515152,0.686,0.1282
3.393939394,3.151515152,0.6488,0.1264
3.454545455,3.151515152,0.5926,0.1032
3.515151515,3.151515152,0.596,0.1372
3.575757576,3.151515152,0.5744,0.1372
3.636363636,3.151515152,0.5752,0.153
3.696969697,3.151515152,0.539,0.1392
3.757575758,3.151515152,0.564,0.1518
3.818181818,3.151515152,0.5348,0.1392
3.878787879,3.151515152,0.5092,0.1344
3.939393939,3.151515152,0.5182,0.1468
4,3.151515152,0.5422,0.182
4.060606061,3.151515152,0.5258,0.1408
4.121212121,3.151515152,0.487,0.1462
4.181818182,3.151515152,0.445,0.0984
4.242424242,3.151515152,0.4834,0.144
4.303030303,3.151515152,0.4758,0.1276
4.363636364,3.151515152,0.498,0.1666
4.424242424,3.151515152,0.4836,0.152
4.484848485,3.151515152,0.4712,0.1626
4.545454545,3.151515152,0.4292,0.1338
4.606060606,3.151515152,0.4292,0.1554
4.666666667,3.151515152,0.4774,0.1826
4.727272727,3.151515152,0.4296,0.1774
4.787878788,3.151515152,0.4384,0.1664
4.848484848,3.151515152,0.4024,0.1644
4.909090909,3.151515152,0.3954,0.1372
4.96969697,3.151515152,0.4228,0.1546
5.03030303,3.151515152,0.4176,0.1758
5.090909091,3.151515152,0.4002,0.157
5.151515152,3.151515152,0.4136,0.1692
5.212121212,3.151515152,0.3856,0.1458
5.272727273,3.151515152,0.378,0.1422
5.333333333,3.151515152,0.3934,0.1512
5.393939394,3.151515152,0.3888,0.1496
5.454545455,3.151515152,0.3602,0.13
5.515151515,3.151515152,0.3896,0.1578
5.575757576,3.151515152,0.4222,0.2146
5.636363636,3.151515152,0.3642,0.1452
5.696969697,3.151515152,0.38,0.1676
5.757575758,3.151515152,0.384,0.1766
5.818181818,3.151515152,0.3508,0.1476
5.878787879,3.151515152,0.3592,0.1434
5.939393939,3.151515152,0.3276,0.1506
6,3.151515152,0.3284,0.1246
0,3.212121212,1,0
0.06060606061,3.212121212,1,0
0.1212121212,3.212121212,1,0
0.1818181818,3.212121212,1,0
0.2424242424,3.212121212,1,0
0.303030303,3.212121212,1,0
0.3636363636,3.212121212,1,0
0.4242424242,3.212121212,1,0
0.4848484848,3.212121212,1,0
0.5454545455,3.212121212,1,0
0.6060606061,3.212121212,1,0
0.6666666667,3.212121212,1,0
0.7272727273,3.212121212,1,0
0.7878787879,3.212121212,1,0
0.8484848485,3.212121212,1,0
0.9090909091,3.212121212,1,0
0.9696969697,3.212121212,0.9998,0.0002
1.03030303,3.212121212,1,0
1.090909091,3.212121212,0.9998,0
1.151515152,3.212121212,0.9992,0.0002
1.212121212,3.212121212,0.9992,0.0008
1.272727273,3.212121212,0.9986,0.001
1.333333333,3.212121212,0.9966,0.0018
1.393939394,3.212121212,0.9952,0.0036
1.454545455,3.212121212,0.9948,0.0046
1.515151515,3.212121212,0.9926,0.0042
1.575757576,3.212121212,0.9896,0.0054
1.636363636,3.212121212,0.988,0.0088
1.696969697,3.212121212,0.9856,0.0098
1.757575758,3.212121212,0.9774,0.0136
1.818181818,3.212121212,0.9728,0.0194
1.878787879,3.212121212,0.9718,0.0188
1.939393939,3.212121212,0.9626,0.0222
2,3.212121212,0.956,0.0304
2.060606061,3.212121212,0.9476,0.0338
2.121212121,3.212121212,0.942,0.042
2.181818182,3.212121212,0.933,0.0358
2.242424242,3.212121212,0.918,0.0388
2.303030303,3.212121212,0.9212,0.0486
2.363636364,3.212121212,0.9012,0.0556
2.424242424,3.212121212,0.895,0.071
2.484848485,3.212121212,0.8822,0.0602
2.545454545,3.212121212,0.8714,0.0772
2.606060606,3.212121212,0.8804,0.0906
2.666666667,3.212121212,0.8736,0.0602
2.727272727,3.212121212,0.8398,0.0846
2.787878788,3.212121212,0.8364,0.078
2.848484848,3.212121212,0.8242,0.1068
2.909090909,3.212121212,0.8068,0.094
2.96969697,3.212121212,0.7754,0.0886
3.03030303,3.212121212,0.7682,0.1054
3.090909091,3.212121212,0.7312,0.117
3.151515152,3.212121212,0.734,0.1076
3.212121212,3.212121212,0.719,0.1114
3.272727273,3.212121212,0.6852,0.1092
3.333333333,3.212121212,0.6694,0.1316
3.393939394,3.212121212,0.6342,0.1204
3.454545455,3.212121212,0.6242,0.1292
3.515151515,3.212121212,0.6222,0.1212
3.575757576,3.212121212,0.594,0.1046
3.636363636,3.212121212,0.553,0.1166
3.696969697,3.212121212,0.5386,0.1302
3.757575758,3.212121212,0.5344,0.121
3.818181818,3.212121212,0.5304,0.1302
3.878787879,3.212121212,0.536,0.1562
3.939393939,3.212121212,0.5172,0.1486
4,3.212121212,0.536,0.153
4.060606061,3.212121212,0.517,0.1586
4.121212121,3.212121212,0.4938,0.1278
4.181818182,3.212121212,0.4836,0.1402
4.242424242,3.212121212,0.4878,0.1514
4.303030303,3.212121212,0.494,0.1656
4.363636364,3.212121212,0.4594,0.1466
4.424242424,3.212121212,0.4508,0.1444
4.484848485,3.212121212,0.4294,0.1452
4.545454545,3.212121212,0.477,0.1828
4.606060606,3.212121212,0.4522,0.1852
4.666666667,3.212121212,0.462,0.1732
4.727272727,3.212121212,0.435,0.1542
4.787878788,3.212121212,0.4352,0.1708
4.848484848,3.212121212,0.414,0.1622
4.909090909,3.212121212,0.4196,0.1696
4.96969697,3.212121212,0.4182,0.1596
5.03030303,3.212121212,0.4248,0.1696
5.090909091,3.212121212,0.3766,0.1428
5.151515152,3.212121212,0.406,0.162
5.212121212,3.212121212,0.4156,0.1612
5.272727273,3.212121212,0.3962,0.172
5.333333333,3.212121212,0.413,0.1772
5.393939394,3.212121212,0.3628,0.1456
5.454545455,3.212121212,0.3424,0.1378
5.515151515,3.212121212,0.3926,0.1744
5.575757576,3.212121212,0.4108,0.2022
5.636363636,3.212121212,0.3928,0.172
5.696969697,3.212121212,0.3826,0.1952
5.757575758,3.212121212,0.3492,0.1252
5.818181818,3.212121212,0.3546,0.132
5.878787879,3.212121212,0.3658,0.1632
5.939393939,3.212121212,0.321,0.1224
6,3.212121212,0.3488,0.1528
0,3.272727273,1,0
0.06060606061,3.272727273,1,0
0.1212121212,3.272727273,1,0
0.1818181818,3.272727273,1,0
0.2424242424,3.272727273,1,0
0.303030303,3.272727273,1,0
0.3636363636,3.272727273,1,0
0.4242424242,3.272727273,1,0
0.4848484848,3.272727273,1,0
0.5454545455,3.272727273,1,0
0.6060606061,3.272727273,1,0
0.6666666667,3.272727273,1,0
0.7272727273,3.272727273,1,0
0.7878787879,3.272727273,1,0
0.8484848485,3.272727273,1,0
0.9090909091,3.272727273,1,0
0.9696969697,3.272727273,0.9998,0.0002
1.03030303,3.272727273,1,0
1.090909091,3.272727273,0.9996,0.0002
1.151515152,3.272727273,0.9996,0
1.212121212,3.272727273,0.9992,0.0006
1.272727273,3.272727273,0.9988,0.0012
1.333333333,3.272727273,0.9976,0.0016
1.393939394,3.272727273,0.995,0.0026
1.454545455,3.272727273,0.9946,0.005
1.515151515,3.272727273,0.993,0.0058
1.575757576,3.272727273,0.9896,0.006
1.636363636,3.272727273,0.9864,0.0102
1.696969697,3.272727273,0.9878,0.0098
1.757575758,3.272727273,0.9798,0.0132
1.818181818,3.272727273,0.9752,0.0168
1.878787879,3.272727273,0.9736,0.0182
1.939393939,3.272727273,0.9674,0.0182
2,3.272727273,0.9586,0.026
2.060606061,3.272727273,0.9532,0.0318
2.121212121,3.272727273,0.9446,0.0366
2.181818182,3.272727273,0.9346,0.0452
2.242424242,3.272727273,0.9266,0.0406
2.303030303,3.272727273,0.921,0.0472
2.363636364,3.272727273,0.908,0.048
2.424242424,3.272727273,0.8944,0.0638
2.484848485,3.272727273,0.89,0.0652
2.545454545,3.272727273,0.8808,0.0584
2.606060606,3.272727273,0.879,0.0782
2.666666667,3.272727273,0.8706,0.0618
2.727272727,3.272727273,0.8634,0.0808
2.787878788,3.272727273,0.8414,0.082
2.848484848,3.272727273,0.8346,0.0868
2.909090909,3.272727273,0.799,0.0956
2.96969697,3.272727273,0.7786,0.0968
3.03030303,3.272727273,0.7508,0.0976
